Acc_X,Acc_Y,Acc_Z
-0.688654,-0.627864,11.862851
-0.390168,-0.485241,11.677672
-0.194659,-0.342732,11.513376
-0.02034,-0.343972,11.539662
0.037986,-0.261571,11.597988
0.125253,-0.028638,11.710746
0.171541,0.244207,11.989909
0.249364,0.480762,12.106788
0.386,0.372988,12.159887
0.483343,0.158945,11.889069
0.591702,-0.177203,11.620784
0.688808,-0.355651,11.585524
0.800922,-0.319978,11.651169
0.600088,-0.23415,11.690243
0.241594,0.105164,11.651685
0.767711,0.246723,11.842013
1.115069,0.022667,12.306703
0.807884,0.229398,12.268273
0.806082,0.302918,12.412181
0.94796,0.338866,12.586123
1.08678,0.226591,12.617415
1.129401,0.079442,12.624734
1.228826,0.002728,12.636346
1.159558,0.002455,12.622691
1.230378,0.054863,12.689636
1.352305,0.277491,12.798245
1.506279,0.45467,12.918578
1.673324,0.507214,12.987978
1.769729,0.4664,13.074422
1.568533,0.52246,13.060391
1.618811,0.453959,13.114877
1.521538,0.615167,13.116531
1.824286,0.590816,13.237202
1.000584,0.579435,13.104625
2.432549,0.678318,12.991899
1.215379,0.805516,12.86819
0.727724,0.618361,12.450521
2.321387,0.604244,12.318477
3.239245,0.472383,12.490692
2.93364,0.500435,12.437629
2.199547,0.876179,12.081844
1.733099,1.02601,11.813808
1.463108,0.739305,11.681288
1.539146,0.225261,11.64551
1.788694,-0.139276,11.589688
2.11724,-0.130369,11.418246
2.579194,-0.244625,11.216742
2.870798,-0.262288,10.979887
2.930569,-0.351375,10.966071
2.561693,-0.378183,10.854313
2.108837,-0.143496,10.718913
1.7853,-0.072755,10.850047
1.412565,-0.133981,10.910236
1.160567,-0.024261,10.988686
1.233418,0.170007,10.932648
1.42151,0.335883,11.117769
1.408403,0.75456,11.221081
1.3735,1.060123,11.040931
1.489887,1.060958,10.884769
1.761855,1.425294,10.672596
1.952243,1.524224,10.553277
2.257068,1.447517,10.258697
2.591144,1.275724,9.801196
2.855287,1.156261,9.161994
3.113707,1.039673,8.900054
3.147774,0.879154,8.831719
3.085402,0.844836,8.502637
3.31707,0.88542,8.356054
3.496531,0.684369,8.223171
3.217258,0.308997,7.864014
2.91553,-0.205165,7.539278
2.845109,-0.408629,7.559139
2.742183,-0.703331,7.797973
2.594351,-1.201716,7.924581
2.171355,-1.537308,7.835181
1.731569,-1.581378,7.569257
1.646281,-1.298136,7.060574
1.694642,-1.12978,7.026146
1.617073,-0.992628,7.1485
1.614164,-1.090951,7.44142
1.598461,-0.964071,7.542822
1.704046,-0.792577,7.563504
1.84375,-0.669168,7.764853
2.040325,-0.401583,7.662963
2.052748,-0.218673,7.653053
1.957054,-0.041699,7.948833
1.874174,0.266707,8.416673
1.727469,0.499692,9.120989
1.47459,0.588701,9.499962
1.341371,0.59191,9.876587
1.247854,0.4818,10.316855
1.593496,3.148677,16.262381
0.247968,0.026867,15.630608
-1.058769,-2.515296,7.168213
1.505055,-2.355914,8.629063
2.690412,-2.162511,9.095936
2.442751,-1.290678,9.265019
1.94697,-0.828281,8.404886
2.482883,-0.008378,9.114176
2.340932,0.33066,8.514654
2.16725,0.62911,9.243338
2.181563,1.066635,10.089463
2.162355,0.850356,9.854273
2.368076,1.242574,10.208954
2.453573,1.381692,10.268325
2.528006,1.265125,10.106797
2.640392,1.425344,10.078002
2.608817,1.398899,10.257623
2.450263,1.364739,10.296209
2.204951,1.257371,10.115062
1.988125,0.971518,10.249763
1.919534,0.973687,10.519978
1.725311,0.690013,10.335056
1.595659,0.511042,10.326446
1.394383,0.437294,10.419412
1.221918,0.385117,10.402495
1.055644,0.215382,10.227374
0.962267,0.10655,10.161981
0.818746,0.018069,10.130866
0.706993,-0.226228,10.073605
0.566284,-0.296585,10.03551
0.408917,-0.281503,9.969485
0.360246,-0.117233,9.895373
0.510598,0.092978,9.725856
0.620028,0.203207,9.538959
0.655164,0.269353,9.348405
0.721496,0.332266,9.207232
0.76289,0.431469,9.028582
0.797174,0.52001,8.974771
0.902799,0.669708,8.888319
1.056987,0.950374,9.070559
1.20112,1.21164,9.242097
1.389185,1.566814,9.137771
1.569276,1.992854,8.877498
2.18704,2.307636,8.74377
2.327275,2.372332,8.612016
2.522296,2.346422,8.342735
2.619035,2.130632,7.964221
2.746119,1.943008,7.580874
2.656002,1.523929,7.386642
2.592136,1.38775,7.058017
2.373722,0.79252,7.101128
2.117904,0.710624,7.011426
2.062387,0.618698,7.107571
1.976279,0.33529,7.173786
1.610431,0.085229,7.267322
1.121333,-0.059432,7.674342
0.718589,0.493574,10.322829
-0.30286,-0.674152,9.468342
-0.483371,-1.917728,7.529994
-0.129974,-2.067304,7.074727
-0.405067,-1.884613,7.693391
-0.904943,-1.77098,8.229086
-1.128182,-2.121792,7.77756
-1.183309,-2.229295,7.462323
-1.056012,-1.99506,7.783867
-1.061988,-2.136361,7.709554
-0.965092,-2.302237,7.47679
-0.616417,-2.304843,7.683306
-0.304275,-1.917278,7.793633
-0.102452,-1.715302,8.039366
0.054996,-1.965574,7.93631
-0.028547,-2.19343,7.775167
0.041241,-2.060153,7.718293
0.20631,-1.810705,7.907427
0.45668,-1.507482,8.068916
0.431065,-1.411533,8.009869
0.523938,-1.430218,7.874279
0.737888,-1.0607,8.361652
0.74293,-0.656199,8.348805
0.540938,-0.342952,8.31156
0.442339,-0.10689,8.552988
-0.438543,-0.218039,8.647526
-0.181675,-0.534647,8.384965
-0.705913,-0.560984,8.187843
-1.496045,0.087039,8.511907
-1.538099,0.216959,8.875142
-1.33102,0.058278,8.995306
-1.088531,-0.052597,9.167916
-0.692164,-0.20888,9.353118
-0.486131,-0.622363,9.333501
-0.546304,-0.812691,9.352365
-0.873939,-0.722607,9.547545
-1.045248,-0.581619,9.626991
-0.825775,-0.446938,9.720256
-0.716846,-0.499505,9.729434
-0.691489,-0.742688,9.662733
-0.882361,-0.864582,9.675852
-1.059106,-0.940859,9.701543
-1.257101,-1.101225,9.565852
-1.509484,-1.191576,9.485786
-1.640187,-1.31824,9.426902
-1.627263,-1.483288,9.330247
-1.507147,-1.391667,9.253805
-1.204104,-1.029973,9.215199
-0.707652,-0.582586,9.242507
-0.125916,-0.406869,9.259628
0.166565,-0.51164,9.21657
0.231581,-0.642881,9.156354
0.373865,-0.607461,9.410085
0.470244,-0.531786,9.534265
0.409697,-0.781354,9.543978
0.411358,-0.855501,9.570662
0.489815,-0.804073,9.647728
0.617249,-0.747139,9.596508
0.634124,-0.694875,9.436897
0.472649,-0.568518,9.457064
0.141552,-0.368817,9.3674
-0.231446,-0.263553,9.391774
-0.515419,-0.131178,9.47433
-0.679539,0.005947,9.471985
-0.691089,0.163912,9.493306
-0.743157,0.242766,9.481766
-0.771848,0.226496,9.311099
-0.691618,0.251328,9.1616
-0.57735,0.181466,9.020183
-0.504099,0.018341,9.032329
-0.52746,-0.314891,9.022248
-0.508319,-0.555319,8.936428
-0.399907,-0.528847,8.962005
-0.42379,-0.448836,9.001092
-0.452526,-0.532886,8.91856
-0.435677,-0.567085,8.884362
-0.382357,-0.556299,8.890351
-0.396852,-0.628826,8.8805
-0.341223,-0.706013,8.875694
-0.379479,-0.699291,8.947044
-0.404572,-0.745624,9.006439
-0.353975,-0.754972,9.105849
-0.299206,-0.783817,9.232626
-0.329951,-0.780402,9.427915
-0.313026,-0.777417,9.546896
-0.281063,-0.720038,9.614301
-0.300842,-0.685351,9.710839
-0.364695,-0.672284,9.823077
-0.19941,-0.713086,9.852042
-0.054962,-0.77102,9.91238
-0.104691,-0.761214,10.086019
-0.177113,-0.732183,10.269266
-0.131198,-0.706629,10.405784
-0.08931,-0.619614,10.490764
-0.061815,-0.534295,10.543745
-0.024985,-0.579229,10.626444
0.000933,-0.560529,10.591047
-0.007948,-0.550644,10.53358
0.033122,-0.786974,10.514812
0.006041,-1.09841,10.403228
0.09088,-1.10773,10.371789
0.146968,-1.101146,10.293402
0.210043,-0.781387,10.373627
0.143732,-0.654287,10.372613
0.053843,-0.478701,10.455058
-0.101125,-0.466891,10.534648
-0.198598,-0.444553,10.498932
-0.136823,-0.400711,10.39732
-0.02108,-0.352104,10.301815
0.038811,-0.37913,10.203038
0.078269,-0.386377,10.213555
0.042696,-0.438303,10.27867
0.08439,-0.474867,10.374699
0.100433,-0.497763,10.49681
0.150451,-0.525148,10.572911
0.277382,-0.649839,10.658504
0.341683,-0.687895,10.801294
0.325077,-0.662716,10.990581
0.236658,-0.692197,11.09135
0.221688,-0.631856,11.180421
0.140914,-0.553833,11.255704
-0.166623,-0.669124,11.133859
-0.169455,-0.810003,11.38044
-0.192089,-0.659287,11.456539
-0.264882,-0.632627,11.323448
-0.249968,-0.638776,11.280058
-0.302409,-0.706314,11.251851
-0.51235,-0.810538,11.569223
-0.52509,-0.777199,11.708084
-0.525675,-0.707434,11.654885
-0.753415,-0.89628,11.691402
-0.596059,-0.873875,11.778315
-0.701817,-0.740741,11.810351
-0.654331,-0.749714,11.74961
-0.726382,-0.782503,11.644895
-0.645082,-0.757162,11.670096
-0.569898,-0.87138,11.617974
-0.372559,-0.983974,11.560678
-0.210648,-0.918364,11.572038
-0.037189,-1.020266,11.561289
0.261659,-1.042211,11.621076
0.587767,-1.074597,11.645083
0.946096,-1.052539,11.733441
1.253859,-1.065488,11.731782
1.591465,-1.033264,11.73236
1.927973,-0.990598,11.517008
2.149454,-1.162645,11.466104
2.317078,-0.835913,11.636414
2.360329,-0.425485,11.591889
2.805412,-0.305331,11.445304
3.183246,-0.286698,11.309912
3.646093,-0.357608,11.162334
3.839926,-0.101809,10.769434
3.687055,0.402465,10.933301
3.340283,0.559041,10.885525
3.06539,0.517248,10.868524
3.139068,0.581003,10.831652
2.863805,0.692528,10.826754
2.771199,0.54734,10.91699
2.847696,0.64207,10.995338
2.633928,0.74715,10.842134
2.080864,1.084225,10.665799
1.80017,1.422063,10.750871
1.490122,1.334352,10.898916
1.114915,1.265685,10.921813
1.186574,1.331757,10.697261
0.954722,1.567129,10.521754
0.766267,1.562919,10.565107
0.861042,1.433747,10.51402
0.952452,1.091341,10.269058
1.157941,1.062373,10.065273
1.270655,1.300455,9.981376
1.10918,1.371504,9.879836
0.860417,1.143973,9.722817
0.989639,1.25299,9.789912
1.321342,1.423481,10.128383
1.279981,1.043939,9.524016
1.284885,0.975871,9.102011
1.14226,0.86826,9.118046
0.997831,0.813915,8.982015
0.741845,0.606597,8.770942
0.522869,0.486349,8.582523
0.239424,0.253725,8.287462
0.048102,0.114894,8.076988
-0.203287,-0.000401,8.026862
-0.212277,0.04769,7.969651
-0.096593,0.121049,8.093981
0.003165,0.079468,8.15826
-0.079773,-0.08151,8.145471
-0.087797,0.046611,8.388808
-0.054042,0.784052,9.414729
0.139659,0.978628,9.479479
0.250285,0.681371,9.560589
0.605733,0.65584,9.693612
0.825688,0.726387,9.772311
1.018265,0.606891,9.920626
1.237796,0.322133,9.790385
1.360853,0.351211,9.942787
1.445086,0.255928,10.041658
1.419208,0.050475,10.1258
1.385711,0.292686,10.422538
1.198345,0.374304,10.558258
1.021116,0.326313,10.7205
0.878174,0.37459,10.875712
0.767707,0.563505,11.04418
0.696681,0.632485,11.066828
0.556372,0.747243,11.121801
0.46039,0.992979,11.220219
0.238964,1.113835,11.279239
0.059376,1.097184,11.420748
0.087729,1.10845,11.503029
0.212016,0.935861,11.459322
0.360386,0.88141,11.458605
0.404082,0.806405,11.358898
0.429294,0.680228,11.268552
0.436537,0.684055,11.161359
0.439409,0.640651,10.989856
0.411186,0.57336,10.758739
0.357233,0.54717,10.548256
0.319184,0.456371,10.289862
0.354188,0.377671,9.945292
0.237099,0.171152,9.613085
0.290703,0.199012,9.682633
0.323532,0.183317,9.588831
0.31541,0.275008,9.344669
0.199916,0.185258,9.244827
0.075446,0.232407,9.414342
0.039763,0.251379,9.351651
0.018744,0.174863,9.070332
0.081418,-0.027117,8.788171
0.074428,-0.129037,8.598091
-0.049226,-0.143583,8.489804
-0.181194,-0.251795,8.40207
-0.242566,-0.286621,8.313447
-0.329021,-0.292656,8.321726
-0.404052,-0.337407,8.23375
-0.438521,-0.40376,8.116907
-0.493501,-0.463046,8.031139
-0.561598,-0.498322,8.011751
-0.526744,-0.553337,7.95928
-0.583789,-0.607587,7.892129
-0.730847,-0.616921,7.888066
-0.803429,-0.621202,7.8883
-0.841834,-0.720327,7.848526
-0.819104,-0.677565,7.817092
-0.739568,-0.723981,7.699336
-0.683155,-0.733765,7.676137
-0.572614,-0.698283,7.588744
-0.421404,-0.625488,7.525104
-0.263474,-0.516342,7.458228
-0.131759,-0.393745,7.3953
0.065635,-0.283171,7.427148
0.281206,-0.199364,7.387674
0.393699,-0.104818,7.436742
0.352464,0.00851,7.45053
0.256168,0.126335,7.559374
0.108147,0.140795,7.630422
0.062895,0.318448,7.721856
0.007202,0.336703,7.844645
-0.065869,0.299624,7.916267
-0.109767,0.275182,8.102952
-0.133249,0.234592,8.205379
-0.2079,0.256663,8.357523
-0.248517,0.20886,8.41117
-0.27858,0.247456,8.47741
-0.298621,0.224546,8.527408
-0.301142,0.167793,8.571775
-0.296037,0.161195,8.651859
-0.285897,0.056678,8.715957
-0.321407,0.076871,8.839981
-0.386045,-0.078612,8.955885
-0.391822,-0.107256,8.981031
-0.38241,-0.165872,9.065018
-0.33607,-0.228654,9.11984
-0.426807,-0.297149,9.206089
-0.483782,-0.289186,9.274546
-0.493818,-0.373551,9.360296
-0.429436,-0.436639,9.354925
-0.365262,-0.458909,9.372634
-0.310166,-0.425921,9.427185
-0.191894,-0.26457,9.462203
-0.087557,-0.152657,9.429863
-0.095628,-0.072903,9.466135
-0.157384,0.117136,9.51434
-0.198423,0.235742,9.49433
-0.24661,0.272806,9.436021
-0.229406,0.362429,9.452537
-0.177208,0.37709,9.46582
-0.165701,0.361459,9.473878
-0.098899,0.450175,9.472033
-0.139282,0.369901,9.526669
-0.157474,0.302187,9.597349
-0.241117,0.110301,9.688189
-0.259659,0.084217,9.743599
-0.303338,-0.040471,9.77854
-0.335281,-0.198668,9.742619
-0.311777,-0.191321,9.734136
-0.381991,-0.241189,9.749899
-0.39007,-0.306729,9.737353
-0.414715,-0.337228,9.733234
-0.37831,-0.372169,9.73308
-0.347515,-0.281641,9.750398
-0.370569,-0.368128,9.713841
-0.324318,-0.359596,9.698719
-0.345413,-0.517294,9.681388
-0.373973,-0.503104,9.681658
-0.424842,-0.579822,9.673719
-0.373885,-0.520314,9.643513
-0.31786,-0.580686,9.611449
-0.252074,-0.582511,9.53045
-0.20538,-0.613277,9.488928
-0.096706,-0.494325,9.520712
0.040265,-0.354879,9.502906
0.286896,-0.28771,9.465558
0.525374,-0.120554,9.372312
0.503418,0.013084,9.456321
0.379694,0.131072,9.510919
0.302063,0.172552,9.585142
0.317546,0.278115,9.597428
0.250533,0.326775,9.63913
0.146714,0.280901,9.720852
0.152976,0.27963,9.804915
0.157763,0.25678,9.870475
0.228102,0.229102,9.925092
0.37872,0.189542,9.88992
0.446999,0.20172,9.837886
0.226548,0.261853,9.911256
0.043436,0.313679,9.989435
-0.031778,0.258518,9.97708
-0.052606,0.164386,9.968893
-0.148021,0.140264,9.969081
-0.211049,-0.030946,10.018819
-0.342711,-0.136563,10.069755
-0.353225,-0.048464,10.034737
-0.352162,-0.12281,9.963721
-0.320689,-0.244263,10.056638
-0.229856,-0.25067,10.007639
-0.328979,-0.26147,10.02895
-0.541706,-0.234569,10.129373
-0.637728,-0.30962,10.22638
-0.636988,-0.363088,10.271865
-0.576436,-0.383302,10.341748
-0.469882,-0.354322,10.368466
-0.442204,-0.466112,10.464727
-0.492123,-0.516122,10.58229
-0.52023,-0.657112,10.690105
-0.616465,-1.09526,10.849316
-0.788344,-1.487415,10.755094
-0.690534,-1.362879,10.8051
-0.505444,-1.0323,10.867249
-0.39408,-0.756189,10.834534
-0.234547,-0.564886,10.913539
-0.16165,-0.515535,10.945654
-0.048362,-0.413709,11.052815
0.100271,-0.339739,11.045847
0.219734,-0.306057,11.06452
0.263805,-0.340199,11.020895
0.289236,-0.223478,11.046831
0.244837,-0.198137,11.00832
0.2962,-0.082026,11.040007
0.329738,-0.043769,11.002803
0.320594,0.033306,10.992085
0.265161,-0.020436,10.94727
0.27008,-0.047387,10.994356
0.272378,-0.188464,10.924729
0.313236,-0.111165,10.831845
0.526425,-0.168854,10.673296
0.543704,-0.101985,10.627225
0.128759,0.056236,10.721764
-0.023882,0.121711,10.787614
0.061471,-0.084315,10.745415
0.181385,-0.468162,10.698385
0.09977,-0.684749,10.785637
-0.024851,-0.645906,10.932848
0.003462,-0.680908,10.97498
-0.003293,-0.712539,10.995767
-0.005321,-0.724148,11.061164
-0.061846,-0.776376,11.124984
-0.078717,-0.772473,11.16251
-0.11846,-0.813083,11.245492
0.00592,-0.847691,11.299077
-0.178594,-0.781687,11.358689
-0.665078,-0.747187,11.467697
0.418689,-0.854979,11.328528
0.22251,-0.942039,11.204765
-0.445299,-0.850338,11.492116
-1.306533,-0.68056,11.7335
-1.046752,-0.724808,11.364613
-0.108939,-0.669949,11.053252
0.583222,-0.714345,10.932103
0.59451,-0.884535,10.967404
-0.160962,-0.960956,11.253693
-0.696437,-0.741811,11.522026
-0.757463,-0.66105,11.679914
-0.642374,-0.590792,11.664723
-0.417844,-0.43578,11.652689
-0.103398,-0.344561,11.573701
0.030968,-0.341278,11.463643
0.176951,-0.257119,11.393291
0.295064,-0.033015,11.451631
-0.088501,0.170589,11.242684
0.521354,-0.084502,11.612149
0.612891,0.285486,11.672588
0.631126,0.201866,11.49569
0.603449,0.460295,11.565617
0.675595,0.469634,11.549172
0.940565,0.489356,11.570117
1.256501,0.544227,11.522189
1.270582,0.660761,11.491449
1.222661,0.693412,11.463993
1.113345,0.720395,11.391632
1.074428,0.755479,11.314489
1.077909,0.740293,11.189328
1.161917,0.575878,11.074105
1.185429,0.788361,10.965358
1.323682,0.884833,10.830326
1.320291,0.743577,10.780462
1.17955,0.532219,10.752446
1.122689,0.355599,10.784105
1.082892,0.414024,10.787696
1.030179,0.409719,10.610403
1.071466,0.455763,10.471749
1.034447,0.241189,10.311348
1.03564,0.178338,10.197902
1.025197,0.190268,10.127395
1.084922,0.238401,10.032606
1.155563,0.257528,9.924042
1.150697,0.321467,9.867024
1.010626,0.311975,9.870477
0.878181,0.283295,9.849938
0.812756,0.21649,9.790991
0.824276,0.20939,9.746844
0.961341,0.070032,9.626963
0.984741,-0.000514,9.583782
0.760436,-0.10875,9.521245
0.816824,-0.228327,9.430011
1.452807,-0.299313,9.280189
0.366343,-0.051262,9.440702
0.659616,-0.235197,9.332311
1.042929,-0.142717,9.193565
1.025376,-0.16086,9.042334
1.073822,-0.012118,9.022662
1.093763,-0.029221,8.972198
0.892333,-0.030044,8.932016
0.893751,-0.044242,8.861091
0.925215,0.032319,8.838679
1.105708,0.146537,8.748991
1.078336,-0.083919,8.516716
1.216347,-0.259333,8.825428
1.132226,0.045392,8.993565
1.063143,0.028753,8.994856
1.159393,0.038132,9.001716
1.088553,0.091646,9.027055
1.138487,0.033034,9.011688
1.286134,0.048156,9.016519
1.293308,0.024516,9.043232
1.27056,-0.086202,9.122133
1.289431,-0.483777,9.298835
1.069739,-1.599178,9.389817
0.8079,-1.684064,9.458496
0.758907,-1.445996,9.682465
0.738768,-1.433258,9.76149
0.670484,-1.396418,9.744307
0.727819,-1.371256,9.858901
0.749814,-1.321417,9.902077
0.645973,-1.196298,10.002758
0.651182,-1.025615,10.161617
0.72132,-1.002443,10.238417
0.62996,-0.969299,10.308983
0.505985,-0.938754,10.467798
0.479256,-0.839808,10.493334
0.595965,-0.618038,10.519633
0.67155,-0.236991,10.516869
0.71939,-0.027138,10.478834
0.69732,0.03283,10.476176
0.616414,0.091385,10.419168
0.704414,0.101889,10.326303
0.370812,0.293868,10.390695
0.312485,0.48844,10.40702
0.289288,0.554702,10.206794
0.33107,0.537944,10.044791
0.258255,0.509862,9.96665
0.058305,0.389121,9.925105
0.005805,0.21603,9.802622
-0.104274,0.134682,9.780898
-0.256413,-0.043492,9.748261
-0.307654,-0.418399,9.612764
-0.35798,-0.494313,9.477678
-0.354879,-0.360256,9.419941
-0.411017,-0.358901,9.299264
-0.415109,-0.400137,9.207293
-0.475782,-0.36726,9.1595
-0.491519,-0.37267,9.116044
-0.499474,-0.34437,9.037629
-0.463929,-0.281985,8.888934
-0.437231,-0.297191,8.802456
-0.457194,-0.239832,8.7097
-0.460486,-0.185131,8.570691
-0.403498,-0.172712,8.474213
-0.3632,-0.176848,8.38253
-0.273196,-0.182737,8.299304
-0.203826,-0.181476,8.258878
-0.115932,-0.144057,8.219876
-0.043094,-0.134222,8.207705
-0.00043,-0.213869,8.284817
-0.014148,-0.247123,8.319106
0.063466,-0.262846,8.34321
0.117821,-0.258189,8.344422
0.13886,-0.272669,8.377372
0.131124,-0.313058,8.429641
0.127783,-0.348433,8.473732
0.141835,-0.371446,8.513289
0.215416,-0.363378,8.590798
0.214015,-0.390717,8.686886
0.183109,-0.433053,8.787816
0.178634,-0.4508,8.856485
0.177189,-0.432849,8.957715
0.102544,-0.457007,9.020712
0.096485,-0.485262,9.058793
0.082814,-0.46971,9.059795
0.022672,-0.427484,9.096632
-0.043816,-0.454271,9.117248
-0.051665,-0.486965,9.094275
-0.059621,-0.445918,9.079703
-0.070237,-0.473068,9.032528
-0.079772,-0.459003,8.967321
-0.09441,-0.421985,8.896676
-0.039946,-0.419063,8.784363
-0.002744,-0.390513,8.629374
0.081557,-0.37952,8.49585
0.189043,-0.335179,8.396072
0.24739,-0.311839,8.273332
0.299448,-0.34888,8.185317
0.359249,-0.295623,8.123873
0.39385,-0.287244,8.048614
0.436473,-0.315294,7.96666
0.478944,-0.318696,7.901087
0.525219,-0.303635,7.851461
0.577434,-0.304948,7.821131
0.614186,-0.345525,7.807642
0.64357,-0.378553,7.81449
0.641378,-0.362855,7.861804
0.633447,-0.388526,7.93914
0.583226,-0.340475,7.986982
0.617638,-0.37789,8.026469
0.545243,-0.411834,8.078671
0.488263,-0.393032,8.158957
0.470839,-0.396029,8.222976
0.468469,-0.468765,8.309239
0.430947,-0.477922,8.469912
0.380349,-0.549292,8.578671
0.367448,-0.518623,8.663052
0.367241,-0.515017,8.781402
0.324771,-0.588233,8.854799
0.253187,-0.623336,8.936281
0.259334,-0.594426,8.984066
0.254192,-0.560309,9.064625
0.191623,-0.545638,9.134501
0.195525,-0.54885,9.145327
0.256874,-0.541897,9.155441
0.353524,-0.463814,9.134495
0.399417,-0.402609,9.088178
0.472461,-0.401113,9.094764
0.48061,-0.400322,9.151222
0.491987,-0.372491,9.190731
0.547526,-0.346281,9.181179
0.587583,-0.339553,9.200977
0.590286,-0.348987,9.23281
0.61754,-0.324839,9.238325
0.634843,-0.330288,9.262822
0.670886,-0.32887,9.269868
0.672457,-0.341198,9.358374
0.677892,-0.374028,9.372609
0.698583,-0.308955,9.437099
0.753878,-0.253215,9.559337
0.799943,-0.240827,9.651123
0.805844,-0.293072,9.715235
0.802845,-0.304413,9.804196
0.782362,-0.27832,9.907518
0.75275,-0.249329,10.004511
0.756038,-0.185707,10.117948
0.709749,-0.147694,10.163934
0.710556,-0.113253,10.122313
0.74147,-0.26905,10.189452
0.723566,-0.226722,10.50027
0.663381,-0.177932,10.609341
0.617403,-0.209196,10.695958
0.61745,-0.182299,10.752605
0.586395,-0.2071,10.77261
0.587348,-0.200574,10.803053
0.58488,-0.213785,10.830702
0.586781,-0.246365,10.841993
0.643144,-0.134566,10.845349
0.762764,-0.16167,10.819756
1.68199,-0.796124,10.368228
1.279225,-0.194079,10.634444
0.279634,-0.265966,11.57327
0.373792,-0.956508,10.874544
0.968586,-0.838716,10.372689
0.99723,-0.498998,10.581049
0.729514,-0.307154,10.643252
0.714484,-0.23823,10.514382
0.641598,-0.126207,10.541027
0.646458,-0.062184,10.522463
0.695098,-0.068257,10.491224
0.721527,-0.046925,10.489462
0.689442,-0.040262,10.54602
0.588655,-0.016263,10.631301
0.515348,-0.070296,10.646622
0.421326,-0.130516,10.669134
0.358195,-0.20545,10.663426
0.243542,-0.308738,10.683136
0.194006,-0.461645,10.685527
0.09796,-0.575706,10.790337
-0.007884,-0.778026,10.911723
-0.171187,-1.333339,11.08002
-0.29904,-1.788674,11.211406
-0.285441,-1.912321,11.373785
-0.282264,-1.946156,11.603115
-0.252254,-2.075875,11.750765
-0.127873,-2.208985,11.820864
-0.099802,-2.224679,11.942431
-0.173111,-2.209004,12.087198
-0.144728,-2.012275,12.265369
-0.062486,-1.735125,12.337592
-0.020945,-1.394144,12.330137
0.032747,-0.79811,12.356318
-0.400719,-0.436346,12.121522
0.02081,-0.29992,12.271631
0.262344,0.309936,12.682782
0.401787,0.521912,12.59198
0.693151,0.881576,12.687916
1.024131,1.034313,12.524388
1.271776,1.234126,12.612912
1.333269,1.37645,12.504961
1.342831,1.658807,12.406612
1.44608,1.947364,12.311608
1.554623,2.177414,12.191334
1.561841,2.092239,11.988109
1.473749,1.877951,11.846167
1.459051,1.905039,11.636362
1.525914,1.863792,11.478493
1.708331,1.802518,11.215167
1.817158,1.781978,10.966937
1.832608,1.728451,10.876784
1.855169,1.424687,10.701793
1.793771,0.705047,10.497149
1.571114,0.063406,10.205508
1.364768,0.053173,10.110336
1.188106,0.184785,10.095628
1.015146,0.175802,10.016999
0.845129,0.068506,9.913532
0.748657,-0.034457,9.868547
0.636473,-0.05809,9.84367
0.5303,-0.066125,9.802473
0.397809,-0.092494,9.843897
0.283876,-0.17954,9.860928
0.205985,-0.20519,9.889743
0.171321,-0.15759,9.96767
0.063302,-0.091283,10.04371
-0.054551,-0.093797,10.073294
-0.110272,-0.049969,10.04787
-0.105207,0.061306,10.013823
-0.089251,0.136897,10.004932
-0.101911,0.159987,9.984856
-0.103638,0.204369,10.008735
-0.070335,0.284719,10.00076
-0.012237,0.382998,9.975292
-0.074552,0.45786,9.866582
-0.062914,0.529014,9.773195
-0.068156,0.615834,9.667628
-0.092542,0.669779,9.530347
-0.054678,0.685854,9.426996
0.013079,0.761506,9.400656
0.023386,0.777728,9.354781
0.066796,0.810978,9.238862
0.101847,0.920711,9.195941
0.088526,1.006918,9.15009
0.088339,0.956454,9.061591
0.106702,0.94249,8.99694
0.051389,1.013508,9.038322
0.02726,0.984741,9.070872
0.015158,0.915853,9.041186
0.059081,0.874437,9.050941
0.05052,0.880683,9.094202
0.015265,0.879666,9.109025
0.099954,0.791553,9.081652
0.144987,0.773354,9.122876
0.132068,0.72973,9.200902
0.071467,0.68402,9.261594
0.086631,0.608684,9.299869
0.184866,0.540258,9.327898
0.173591,0.503142,9.379735
0.224493,0.455885,9.415518
0.263031,0.4728,9.465986
0.267655,0.463408,9.509756
0.261714,0.458238,9.506564
0.265057,0.422645,9.540105
0.229271,0.434804,9.537202
0.328565,0.237794,9.395387
0.381135,0.325469,9.437113
0.324397,0.335236,9.397521
0.28079,0.233185,9.273347
0.351115,0.23621,9.191028
0.373156,0.282721,9.113296
0.36677,0.207046,8.979243
0.366565,0.241789,8.889619
0.395408,0.291635,8.822972
0.416653,0.26948,8.7159
0.491052,0.270366,8.637541
0.57153,0.27948,8.609542
0.626132,0.361119,8.604218
0.615015,0.413505,8.561221
0.602567,0.425136,8.518794
0.584709,0.419249,8.498664
0.538779,0.468033,8.49985
0.49889,0.487646,8.474311
0.487195,0.453882,8.435607
0.37959,0.408922,8.448455
0.281328,0.369361,8.46802
0.219167,0.305806,8.486959
0.141007,0.268191,8.510855
0.094728,0.180239,8.537798
0.037194,0.132069,8.587867
-0.056948,0.070711,8.573607
-0.111237,0.086974,8.590321
-0.045489,0.136669,8.598097
-0.01352,0.146034,8.646999
-0.015266,0.141012,8.712658
-0.045669,0.135506,8.761627
-0.01224,0.13984,8.830936
0.049872,0.090197,8.855852
