Gyr_X,Gyr_Y,Gyr_Z
0.001486,0.002208,0.003424
0.000968,-0.000887,0.003228
0.003058,0.002036,0.003653
0.001154,0.000895,0.005975
0.003723,0.00167,0.003182
0.000989,-3.1e-05,0.002827
-0.00073,0.000963,0.003359
0.000527,0.003686,0.002646
0.002175,0.003053,0.002871
0.000537,0.003811,0.001036
0.000965,0.00198,0.004371
0.001868,0.001609,0.001035
0.001615,-0.000398,0.003458
0.003179,-0.000425,0.004485
0.002343,0.006031,0.0051
-0.001289,0.000132,0.003206
0.001258,0.001239,0.003486
0.003672,-0.004257,0.004741
0.008122,0.000783,0.001615
0.00179,-0.002322,0.00338
0.002689,-0.001171,0.003069
0.001518,6.2e-05,0.002689
0.003114,0.002917,0.002863
0.001941,0.000662,0.004321
0.003207,0.001987,0.003903
0.001498,0.005835,0.002307
0.002005,0.002541,0.001707
0.000975,0.00288,0.004359
-0.000243,-0.002317,0.001565
-0.000496,-0.000255,0.003726
0.003678,0.000834,0.005891
0.003936,0.002863,0.002434
0.002358,-0.000748,0.005547
-0.000194,-0.003009,0.003239
0.001632,0.004876,0.002281
0.001893,0.000805,0.003318
0.001938,0.004072,0.003783
0.004142,0.001215,0.004027
0.001397,0.005401,0.002996
0.004553,0.001391,0.001205
0.001235,0.001008,0.003187
0.000937,0.000138,0.003807
0.003103,0.000482,0.006538
0.000814,0.00203,0.006188
0.000512,0.002656,0.001126
0.000525,0.001775,0.006896
0.006088,0.000653,0.003227
-0.00058,0.001387,0.002646
4e-06,0.005283,0.002823
-0.002047,0.000494,0.006715
0.001355,0.003468,0.001233
-0.001492,0.0014,0.003559
0.003224,-0.001591,0.005857
0.00359,-0.001264,0.00258
0.001975,0.000372,0.00327
0.001978,-0.002271,-0.000748
-5.4e-05,0.000339,0.003753
0.003802,0.000105,0.004018
0.005888,0.002774,0.0042
0.002063,-0.000262,0.004975
0.001065,0.000214,0.003985
0.003315,0.001436,0.004249
0.001553,-0.000669,0.002558
0.000442,0.002047,0.002851
0.004257,9.5e-05,0.002918
0.00416,-0.002615,0.003072
0.00411,2.8e-05,0.002826
0.001428,0.003257,0.004914
0.000737,-0.002129,0.002166
-0.001052,0.002334,0.002908
0.001568,0.002349,0.00057
0.001592,0.002678,0.001072
0.001843,0.001199,0.004012
0.003923,0.000299,0.003196
-0.000364,0.003581,0.000789
0.006355,0.003748,0.002729
-0.000428,0.004461,0.002427
-0.001059,-0.001948,0.000962
0.001613,-0.001901,0.001701
-0.000761,0.002458,0.003008
0.001808,-0.000809,0.001752
0.000197,0.003081,0.00337
0.00223,-0.000286,0.003716
0.000405,0.005009,0.001628
0.000397,0.004467,0.001542
0.00289,0.001637,0.003878
0.002063,0.003111,0.003809
0.00283,0.001288,0.005075
0.002343,-0.002383,0.002103
0.002383,-0.000167,0.003629
0.002559,0.002664,0.002218
0.005176,0.004696,0.001159
0.004832,0.000588,0.003103
0.004468,0.00199,0.003053
0.001765,0.001531,0.002623
0.003607,-0.0026,0.004985
0.002957,0.002313,0.001094
0.003406,0.002822,0.002407
0.00227,-0.00232,0.003491
0.002604,0.004364,0.002212
-0.001183,0.002579,0.00388
7.5e-05,-0.001085,0.002698
0.000901,-0.000711,0.002169
0.001707,0.002662,0.004076
0.00417,0.002439,0.005106
0.004087,0.003285,0.003094
0.000387,0.001318,0.004777
0.002343,0.000853,0.003438
0.003362,0.0006,0.005797
0.002766,-0.001356,0.004215
0.001524,-0.00062,0.005054
-0.001021,0.000776,0.006863
0.002239,-0.000541,0.002859
0.002863,-0.004058,0.003647
0.003257,0.000767,-0.000754
-0.001055,-0.003122,0.00174
0.003951,0.004289,0.001753
0.002357,0.003148,0.004629
0.000372,0.001179,0.004759
0.000653,0.000899,0.003121
0.000402,0.002711,0.004192
-0.002106,0.003097,0.004112
0.002059,0.003926,0.002726
-0.000346,-0.001013,0.00186
0.000999,-6.7e-05,0.002164
-0.00031,-0.000171,0.003549
-0.000468,0.000755,0.004189
0.004575,0.000282,0.004052
0.004321,-0.000392,0.003111
0.003877,0.002723,0.005234
0.001057,0.001559,0.001434
0.001324,-0.000513,0.003948
0.00119,0.00119,0.002534
0.001463,-2.7e-05,0.005064
0.004869,0.000194,0.000992
0.000193,0.001302,0.001764
0.00071,0.000338,0.003304
0.003298,0.002455,0.003581
0.001214,-0.000672,0.003921
-0.001495,0.002664,0.003912
0.001416,0.001258,0.00175
0.001048,0.003298,0.002784
0.003251,0.001483,0.001792
0.000837,0.001823,0.00247
0.002327,-0.001483,0.003252
0.000108,-0.002173,0.002504
0.002091,0.002002,0.007807
0.002917,-0.002556,0.003611
0.000537,0.002754,0.002549
-0.00163,-0.000265,0.005098
0.002844,-0.000311,0.00216
0.00143,-7e-05,0.004468
-0.001755,0.000276,0.003264
0.002148,0.002747,0.004879
0.00065,0.004566,0.003131
0.004446,-0.000103,0.006523
0.00016,0.001026,0.001196
0.002786,0.001375,0.004297
0.003322,0.00292,0.002494
-0.00027,0.003066,0.001439
0.000554,-0.001718,0.004113
0.005222,-0.001349,0.002541
0.001488,0.001269,0.004318
0.0014,0.001272,0.004417
-0.000463,0.001615,0.002826
0.002148,0.001393,0.003717
0.002208,0.001898,0.002115
0.002786,0.000418,0.003307
0.004371,-0.000747,0.004733
-0.001909,0.000802,0.004209
0.00393,-0.000185,0.003488
0.001883,-0.002229,0.005456
0.00271,0.003728,0.003817
0.001017,0.002951,0.004827
0.001089,-0.002356,0.002193
0.004143,-0.00138,0.00047
0.004259,0.001007,0.002979
0.000153,-0.001584,0.004501
-0.001058,-6.9e-05,0.002592
0.002336,-0.001797,0.003197
0.000485,0.004978,0.002749
0.003309,-0.000593,0.002002
0.000253,-0.000639,0.00265
0.002263,0.002956,0.00673
0.001774,0.003801,0.002817
0.002285,0.002191,0.00236
-0.001118,-0.001544,0.001911
0.002455,0.001449,0.003288
0.00191,0.000355,0.002385
0.001315,0.000366,0.004601
0.001656,-0.003728,0.002471
-0.001128,-0.000112,0.002674
0.001974,-0.001881,0.006355
0.001875,0.001734,0.001521
0.000734,-0.00052,0.004002
0.000209,0.003558,0.001644
-0.001878,0.002833,0.005329
0.002659,-0.00114,0.006544
0.001202,-0.001554,0.006426
0.000151,0.001273,0.00724
-0.000143,0.004203,0.002851
0.000373,0.001887,0.006115
0.004318,-0.001812,0.003795
0.003476,0.001501,0.001644
0.005887,0.001531,0.003227
0.00731,0.00074,0.00165
0.004468,-6.6e-05,0.001476
0.001786,-0.000785,0.00153
0.003689,-0.000551,0.000259
0.003541,-0.000221,-0.003305
-0.000426,0.002582,6.9e-05
-0.000831,0.000133,0.003053
0.000589,0.0023,0.003984
6.8e-05,0.001545,0.004587
0.002258,0.001597,0.003809
0.000227,0.002719,0.000999
0.002802,0.002589,0.003295
0.001716,0.001515,0.001606
0.006465,-0.002071,8.4e-05
0.002978,0.003662,-0.000454
0.001239,-0.002408,0.005338
0.000944,0.003017,0.002334
0.002962,-0.002894,0.002689
0.000843,0.001321,0.000458
0.000911,-0.000851,0.002017
0.003666,0.001309,0.001662
0.002372,-0.000668,0.003504
0.000114,0.003553,0.0031
-0.001626,0.001486,0.006873
0.00229,-0.000504,0.005079
0.001285,-0.001162,0.005036
0.003383,-0.005293,0.004271
0.001759,-0.000115,0.00358
0.003225,-0.000289,0.001868
-0.000867,0.003231,0.001339
0.003893,0.000495,0.002385
0.004742,0.003348,0.005617
0.001944,0.003249,0.004265
0.002412,0.001723,0.002027
0.000168,0.004282,0.005085
0.004526,0.000481,0.003298
0.003418,0.002185,0.002693
0.002577,-0.000261,0.002011
0.000479,-0.00053,0.002808
0.002811,0.004945,0.004552
0.002391,0.001138,0.00181
0.004726,0.001705,0.001334
-0.000894,0.000682,0.00061
-0.000335,0.001123,0.005244
0.001087,0.006048,0.000524
0.003166,0.000652,0.001673
0.003878,0.000813,0.003272
0.004051,-0.00013,0.004237
0.003094,0.000551,0.002433
0.00395,0.002176,0.001054
0.002535,-0.000153,0.004952
0.001321,0.002361,0.005124
-0.001384,0.001249,-0.000256
-0.000213,-0.000435,0.000264
0.001266,0.002455,0.003435
0.000983,-0.001171,0.000676
0.001787,-0.002539,0.002829
0.001407,0.000267,0.000434
0.000989,0.002269,0.001078
0.002589,-0.000454,0.00705
0.001841,0.002857,0.00271
0.001476,0.00251,0.00189
0.001364,0.002707,0.001102
0.004403,-0.000301,0.003002
0.000354,-0.000273,0.004191
0.003497,-0.000979,0.005314
0.003839,0.001267,0.000266
0.000644,-0.000882,0.002327
0.000284,0.002249,-9.8e-05
0.003584,0.001266,0.001242
0.002145,-0.000416,0.004186
-1.3e-05,0.00444,0.001269
-0.001186,0.000135,0.004221
-0.004397,0.001476,0.002433
0.003061,0.001819,0.002041
0.004428,0.002012,0.002939
-0.003405,0.002041,0.002224
-0.001717,0.002738,0.003556
-0.001931,-0.000511,0.003953
0.004388,-0.001344,0.007697
-0.001822,-4e-06,0.002453
0.005876,-0.000592,0.005122
-0.003801,0.001196,-0.001076
0.002257,0.000166,0.00167
0.001956,0.001255,0.000793
0.00323,-0.000237,0.002808
0.0007,-0.000301,0.001874
0.005665,0.001755,-0.00129
0.0051,0.002559,0.004288
-0.001472,-0.000145,0.000864
0.002379,0.002534,0.005016
9.8e-05,0.003947,0.001796
0.001685,0.000874,0.005444
0.005981,0.001871,0.002607
0.004367,0.002532,-8e-05
0.003444,0.001874,0.003933
0.000293,4.8e-05,0.005145
0.002208,9e-05,0.001838
0.004024,-0.000699,0.001501
0.003374,0.001869,0.006077
0.003476,0.000285,0.002735
0.001767,-0.003545,0.003812
0.003915,-7e-06,0.002842
0.002741,0.002164,-0.000906
-0.001374,-0.001854,0.003877
0.001568,0.002044,0.001893
0.00236,-0.000253,0.002088
0.002115,0.003032,0.003491
9.5e-05,6.2e-05,0.002729
0.001093,-0.000459,0.002981
0.003298,0.001132,0.003789
0.005028,-0.000209,0.002179
0.002324,-0.000773,0.002376
0.004641,0.002482,0.00459
0.001078,-0.00096,0.005361
0.003505,0.000989,0.001464
0.002506,0.002471,0.004309
0.004176,0.000706,0.004848
0.000595,-0.000401,0.00385
0.003543,0.004993,0.002036
0.001317,0.003938,0.00267
-0.001687,-0.001463,0.006957
0.002401,-0.001961,0.001786
-0.001049,0.000479,0.005644
0.00203,0.000565,0.003064
0.003437,-0.00243,0.006788
0.002276,0.000168,0.003395
0.000728,-0.000431,0.001987
0.00178,-0.000925,0.000715
-0.002584,0.004376,0.003263
-0.001283,0.002665,0.002306
0.0023,0.002327,0.002647
0.003996,0.00158,0.000822
0.002491,-0.000951,0.001902
0.000577,0.002191,0.002161
-0.000548,-0.000554,0.00388
0.003815,0.003856,0.000859
5.9e-05,-0.000109,0.005376
0.002127,-0.000331,0.00545
0.002431,0.000859,0.000738
0.002118,0.000191,0.00271
0.003407,0.00212,0.003128
0.002941,0.001266,0.000941
0.004669,0.002978,0.006256
7.1e-05,-0.000495,0.002975
0.001531,0.00063,-0.001042
0.002279,0.00434,0.004017
0.00535,-0.001605,0.006311
0.003936,0.002948,0.002678
0.002741,0.001409,0.00276
0.003719,-0.000627,0.003389
0.003231,0.004859,6.8e-05
0.004316,-0.000817,0.002172
0.001394,0.000963,0.004128
0.000621,0.002181,0.005435
0.001083,-0.002059,0.004015
-0.000528,-0.00242,0.001057
-0.001341,-0.000396,0.003692
0.003961,0.000482,0.002462
0.002704,0.002386,0.002154
0.00198,0.002506,0.005036
0.003243,-0.001562,0.003798
-0.00097,0.001574,0.000449
0.005948,0.000965,0.003348
0.00416,0.000768,0.001169
0.001244,0.003345,0.005328
0.004036,0.000947,0.004207
0.002957,0.000565,0.004026
0.000853,0.003324,0.002114
0.001759,-9.1e-05,0.004362
0.004465,-0.000331,0.00366
0.004774,0.000244,0.002462
0.002054,0.001282,0.004537
0.001778,-0.000633,0.004561
0.004932,0.000525,0.001314
0.003418,0.000582,0.003652
0.004279,-0.0035,0.002845
0.004438,0.000586,0.00558
-0.000522,0.001077,0.006
0.005374,0.002564,0.003383
0.002039,-0.001614,0.001679
0.003044,-0.000416,0.000789
1e-05,-0.00204,0.00479
0.001908,-0.00131,0.003519
0.004769,0.000974,0.002243
0.002616,0.000767,0.004005
0.004203,0.003416,0.00136
0.002248,-0.003552,0.003355
0.000786,0.003699,0.002014
0.00044,0.001443,-0.001231
0.000138,9e-05,0.003683
0.000814,-0.001144,0.002927
0.003798,0.003419,5.3e-05
0.002909,-0.000411,-0.001028
0.00351,0.001302,0.003923
0.002446,0.004215,0.001293
0.002844,0.002318,0.002558
0.003681,0.001004,0.005058
0.000758,0.001141,0.003738
0.00146,0.003932,0.003851
0.003057,0.002003,0.004535
0.002565,0.001291,0.005954
0.001415,0.006653,0.006121
-0.001208,0.001117,0.003245
0.002005,-0.001471,0.005605
0.002161,-0.00027,0.002942
-0.00146,0.002693,0.005063
0.000719,0.000928,0.002835
0.000615,-0.001805,0.004705
-0.000283,-0.001298,0.004483
0.002102,0.00146,0.000555
0.001826,0.005009,0.001068
0.0023,-0.000243,0.003346
-0.002581,0.002559,0.000844
0.003355,-0.000347,0.006529
0.002698,0.000937,0.003678
0.00313,0.000293,0.000782
0.002313,0.001196,0.001197
0.003663,0.002896,-0.000592
0.002763,-0.001094,0.003263
0.000767,0.0043,0.002695
0.004586,-6e-05,0.003868
0.003555,0.002999,0.001448
0.003601,-0.000812,0.003161
0.003599,0.004552,0.003728
0.002483,0.001023,0.002668
-0.00011,-0.002079,0.002336
-0.000645,0.003193,0.002939
0.000953,0.004543,0.003029
0.001816,2.6e-05,0.00098
0.003202,0.001756,0.004485
0.005113,0.002158,0.003851
0.000625,-0.00062,0.001084
0.003656,0.001775,0.00209
0.001142,0.003264,0.000312
-0.000575,0.000898,0.008436
-0.000349,-0.003037,0.002622
-0.000556,0.00167,0.000916
0.001302,0.002874,0.001872
0.005638,0.003918,0.00113
0.004561,-0.002651,0.002591
-0.00013,-0.001808,0.005842
5.9e-05,0.005903,0.003613
0.001992,-0.002143,0.004255
0.000111,-0.000378,0.004668
0.000507,0.003278,0.00057
0.002634,0.002945,0.003395
0.002375,0.002774,0.002404
0.002211,0.001682,0.001281
0.009092,0.002564,0.002847
0.010576,0.003394,0.002401
0.01715,0.008554,0.00103
0.026227,0.011999,0.002321
0.039838,0.015803,0.001318
0.056709,0.022175,0.002173
0.075009,0.031386,0.002299
0.094599,0.038398,0.003055
0.107212,0.041244,-0.011081
0.101618,0.030922,-0.063527
0.091826,0.029006,-0.132293
0.115856,0.040656,-0.156046
0.159118,0.05865,-0.140351
0.209936,0.083121,-0.119746
0.257924,0.101854,-0.084874
0.304956,0.109262,-0.041969
0.33332,0.121781,-0.011915
0.333873,0.122654,-0.008559
0.325079,0.118399,-0.016347
0.313037,0.106541,-0.021039
0.273842,0.041365,-0.050014
0.274257,-0.012736,-0.070456
0.276672,0.00738,-0.054091
0.278307,0.006426,-0.03545
0.299323,0.003167,-0.02175
0.331182,0.003473,0.007931
0.362558,0.00089,0.037583
0.379092,0.000191,0.053126
0.372914,-0.013192,0.049854
0.332814,-0.030158,0.035707
0.293537,-0.05765,0.030696
0.260326,-0.091724,0.027441
0.238618,-0.116801,0.031557
0.228018,-0.146964,0.038587
0.228887,-0.172517,0.044356
0.251316,-0.181867,0.04852
0.279933,-0.185455,0.039574
0.309185,-0.172223,0.021129
0.338111,-0.159293,-0.003135
0.354374,-0.147392,-0.025067
0.373631,-0.136329,-0.039986
0.386826,-0.118713,-0.051467
0.380793,-0.102654,-0.041321
0.376438,-0.087187,-0.031933
0.367356,-0.071284,-0.011703
0.338479,-0.053659,0.003897
0.335478,-0.028345,0.021095
0.337025,-0.008392,0.05108
0.318394,0.017215,0.087709
0.283381,0.038023,0.12382
0.227775,0.060145,0.16058
0.161634,0.082953,0.190946
0.095318,0.106996,0.214773
0.008824,0.12928,0.228997
-0.09217,0.144795,0.2391
-0.177133,0.1586,0.249324
-0.245123,0.16493,0.261056
-0.307359,0.16162,0.280879
-0.345458,0.147552,0.298495
-0.374536,0.126316,0.305942
-0.397588,0.103781,0.304609
-0.404722,0.070966,0.301766
-0.402685,0.038106,0.288875
-0.390135,0.008554,0.267804
-0.361492,-0.01639,0.239494
-0.327046,-0.035985,0.204089
-0.283533,-0.051177,0.166463
-0.243051,-0.049672,0.114497
-0.198455,-0.044532,0.068241
-0.156645,-0.027181,0.018374
-0.120859,-0.005607,-0.019142
-0.088342,0.017501,-0.050513
-0.057769,0.04875,-0.06348
-0.037636,0.082626,-0.073011
-0.019459,0.127179,-0.073315
-0.017205,0.169388,-0.071368
-0.02673,0.22097,-0.083369
-0.020105,0.275978,-0.093631
-0.066733,0.321505,-0.109527
-0.090119,0.372731,-0.129174
-0.120372,0.418017,-0.123854
-0.140855,0.459277,-0.119501
-0.162253,0.494855,-0.1048
-0.173484,0.517594,-0.101428
-0.184535,0.526399,-0.113535
-0.187147,0.5281,-0.130211
-0.175741,0.512857,-0.120711
-0.16481,0.486999,-0.074539
-0.154078,0.450026,-0.02445
-0.155491,0.411733,0.0143
-0.165853,0.376997,0.037149
-0.184746,0.343362,0.051973
-0.206514,0.308726,0.064776
-0.218096,0.273221,0.063876
-0.233099,0.232895,0.065818
-0.235425,0.182035,0.075065
-0.236456,0.133484,0.083619
-0.23621,0.085681,0.081726
-0.229515,0.049012,0.07518
-0.219475,0.010752,0.064347
-0.203608,-0.019822,0.050845
-0.199783,-0.041263,0.040025
-0.195642,-0.058717,0.020594
-0.19152,-0.074567,-0.006925
-0.184411,-0.085047,-0.02628
-0.178412,-0.093263,-0.037836
-0.168937,-0.098597,-0.034431
-0.155473,-0.106685,-0.031823
-0.142989,-0.113589,-0.026505
-0.122774,-0.129259,-0.026152
-0.106794,-0.148124,-0.021754
-0.094987,-0.170389,-0.027728
-0.081289,-0.190306,-0.028218
-0.080903,-0.211838,-0.031357
-0.085086,-0.240099,-0.033444
-0.094408,-0.268297,-0.033614
-0.110304,-0.298846,-0.028268
-0.137448,-0.333051,-0.020023
-0.158224,-0.377299,0.003737
-0.189406,-0.410695,0.02845
-0.216802,-0.454429,0.03719
-0.243422,-0.491251,0.05287
-0.265294,-0.535882,0.063457
-0.285712,-0.585149,0.082149
-0.297266,-0.629863,0.097201
-0.310987,-0.67981,0.122608
-0.321502,-0.721374,0.13639
-0.328602,-0.762275,0.145177
-0.335467,-0.787674,0.138537
-0.334117,-0.801271,0.13014
-0.323741,-0.799619,0.109372
-0.302859,-0.781074,0.08901
-0.275077,-0.757516,0.05708
-0.239408,-0.732778,0.012279
-0.204879,-0.700957,-0.028414
-0.166874,-0.655961,-0.062497
-0.133149,-0.597227,-0.100416
-0.111964,-0.534164,-0.140966
-0.096096,-0.469871,-0.17864
-0.084601,-0.391847,-0.213829
-0.079645,-0.315705,-0.226115
-0.07548,-0.24012,-0.23209
-0.078757,-0.169577,-0.22665
-0.088701,-0.099581,-0.216578
-0.101811,-0.039896,-0.19207
-0.11898,0.017341,-0.164877
-0.137503,0.064536,-0.131182
-0.153801,0.092386,-0.094271
-0.173698,0.113141,-0.070265
-0.198109,0.118995,-0.03936
-0.221427,0.109137,-0.006394
-0.245783,0.091124,0.03976
-0.268109,0.061414,0.076319
-0.297754,0.025823,0.105643
-0.318591,-0.006248,0.128556
-0.333926,-0.041255,0.157499
-0.342843,-0.078507,0.190336
-0.352313,-0.121363,0.212955
-0.351226,-0.15149,0.227512
-0.342211,-0.182982,0.238083
-0.327297,-0.206834,0.242617
-0.315563,-0.223459,0.246877
-0.309235,-0.239387,0.238825
-0.298746,-0.253241,0.226558
-0.277181,-0.254501,0.230449
-0.247569,-0.254507,0.234222
-0.234306,-0.256833,0.227251
-0.227164,-0.253624,0.216769
-0.233747,-0.257492,0.218602
-0.23386,-0.256169,0.220565
-0.242077,-0.255065,0.227777
-0.250191,-0.256637,0.228689
-0.254951,-0.260462,0.224245
-0.262961,-0.27197,0.22608
-0.246099,-0.283258,0.237287
-0.235724,-0.294541,0.260826
-0.22109,-0.317179,0.281873
-0.208092,-0.337917,0.312086
-0.211419,-0.365773,0.301991
-0.208624,-0.376588,0.321422
-0.210074,-0.41022,0.345062
-0.215618,-0.427207,0.361683
-0.233939,-0.455375,0.37153
-0.245024,-0.468798,0.378906
-0.266433,-0.461209,0.410651
-0.293662,-0.474832,0.427046
-0.324814,-0.501604,0.41806
-0.334476,-0.476408,0.430963
-0.34664,-0.473531,0.45232
-0.361173,-0.499635,0.436441
-0.376281,-0.471069,0.430826
-0.37263,-0.432679,0.454509
-0.393273,-0.458051,0.435714
-0.396745,-0.44325,0.417604
-0.390256,-0.395119,0.445274
-0.410028,-0.419673,0.409404
-0.396599,-0.407603,0.377462
-0.373343,-0.334945,0.394399
-0.368379,-0.348951,0.375933
-0.367931,-0.363572,0.340343
-0.329194,-0.304078,0.35032
-0.324246,-0.315242,0.338972
-0.345975,-0.343512,0.286605
-0.327268,-0.292964,0.317898
-0.334017,-0.307971,0.314022
-0.346461,-0.333044,0.29579
-0.337212,-0.326161,0.315008
-0.336768,-0.36469,0.303417
-0.336553,-0.382656,0.28185
-0.322762,-0.392994,0.284452
-0.309856,-0.417274,0.286248
-0.292006,-0.43188,0.276945
-0.265837,-0.439212,0.271083
-0.250775,-0.454439,0.26378
-0.223953,-0.464477,0.254446
-0.180833,-0.476378,0.25809
-0.139943,-0.481641,0.261455
-0.099641,-0.490488,0.261187
-0.063184,-0.498863,0.274844
-0.035949,-0.500973,0.285249
-0.023659,-0.499897,0.291318
-0.025035,-0.491564,0.304859
-0.017114,-0.484018,0.320005
-0.014977,-0.473264,0.329713
-0.004444,-0.474091,0.331708
0.003459,-0.480524,0.332441
0.008079,-0.488083,0.333721
0.005483,-0.489029,0.338814
-0.0111,-0.480168,0.352875
-0.017439,-0.478783,0.356046
-0.026098,-0.477091,0.363771
-0.030369,-0.467394,0.363002
-0.028723,-0.453219,0.367079
-0.016883,-0.427787,0.372032
-0.002973,-0.420059,0.370348
0.017468,-0.403014,0.369931
0.031365,-0.394431,0.37071
0.039234,-0.387077,0.375516
0.038067,-0.373997,0.385243
0.044469,-0.370191,0.401076
0.064536,-0.372298,0.419713
0.080507,-0.373998,0.439031
0.109593,-0.376843,0.449445
0.125412,-0.383686,0.459198
0.135005,-0.385509,0.478854
0.145664,-0.389019,0.487565
0.136732,-0.390339,0.506572
0.117923,-0.3948,0.526629
0.107258,-0.386277,0.547368
0.10367,-0.382422,0.557766
0.114193,-0.375377,0.567729
0.130745,-0.3885,0.579792
0.157594,-0.388755,0.576613
0.190385,-0.366369,0.577896
0.23528,-0.352803,0.578783
0.270168,-0.363489,0.578327
0.306369,-0.38027,0.579342
0.337469,-0.411482,0.578039
0.367785,-0.435563,0.573299
0.372607,-0.460146,0.563959
0.377461,-0.471719,0.554695
0.395931,-0.495586,0.554595
0.392995,-0.501332,0.547052
0.389522,-0.513552,0.542664
0.378794,-0.513779,0.547965
0.367791,-0.502746,0.556777
0.37512,-0.50779,0.574259
0.394461,-0.50849,0.594611
0.416037,-0.517523,0.622364
0.434687,-0.520216,0.646495
0.445866,-0.526764,0.669686
0.452144,-0.524128,0.691573
0.452357,-0.512286,0.705861
0.451458,-0.502689,0.716783
0.459936,-0.495292,0.729986
0.462877,-0.49372,0.734928
0.463186,-0.503841,0.741508
0.466847,-0.50907,0.747637
0.454553,-0.505451,0.754515
0.422313,-0.489228,0.75501
0.393347,-0.464584,0.762672
0.359222,-0.427105,0.759947
0.325886,-0.375968,0.751174
0.302077,-0.326596,0.740551
0.280459,-0.273323,0.740818
0.251395,-0.223129,0.748412
0.230628,-0.178048,0.762048
0.203107,-0.128056,0.774904
0.184446,-0.084916,0.77673
0.157891,-0.047618,0.791484
0.132766,-0.014685,0.798712
0.125226,0.006724,0.802141
0.136106,0.011428,0.808593
0.15618,0.028607,0.805185
0.183416,0.021302,0.794047
0.192439,0.02229,0.778868
0.215934,0.026854,0.767721
0.232115,0.034039,0.761498
