PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z
04502,8631264,-0.232216,0.264998,9.880126,-0.035274,-0.084262,0.252760
04503,8631289,-0.282130,0.220139,9.935709,-0.043027,-0.089720,0.249440
04504,8631314,-0.290446,0.158223,10.013623,-0.046599,-0.092839,0.249344
04505,8631339,-0.307065,0.083698,10.105938,-0.048009,-0.095658,0.247882
04506,8631364,-0.373279,-0.001540,10.219550,-0.049354,-0.101852,0.246658
04507,8631389,-0.378079,-0.064008,10.318876,-0.045408,-0.109145,0.246166
04508,8631414,-0.359253,-0.062693,10.458590,-0.040384,-0.116056,0.244316
04509,8631439,-0.353513,-0.047717,10.566286,-0.034051,-0.121269,0.241370
04510,8631464,-0.334942,-0.098444,10.634139,-0.023867,-0.126907,0.242641
04511,8631489,-0.355244,-0.041969,10.723009,-0.012007,-0.139630,0.237567
04512,8631514,-0.333125,0.002078,10.758936,-0.001714,-0.141287,0.235579
04513,8631539,-0.304117,0.103592,10.768231,0.007496,-0.149035,0.233319
04514,8631564,-0.305085,0.192196,10.797533,0.015051,-0.156230,0.234438
04515,8631589,-0.301026,0.224802,10.715468,0.025240,-0.164297,0.233591
04516,8631614,-0.231694,0.307478,10.635866,0.029985,-0.167318,0.233457
04517,8631639,-0.220118,0.371378,10.500274,0.030916,-0.174527,0.232165
04518,8631664,-0.180115,0.429237,10.389637,0.031716,-0.176603,0.233164
04519,8631689,-0.125467,0.495096,10.275519,0.026595,-0.179350,0.228263
04520,8631714,-0.053544,0.507186,10.159043,0.013626,-0.178489,0.230633
04521,8631739,0.003685,0.531882,10.074446,0.003349,-0.180395,0.224943
04522,8631764,0.065829,0.532461,9.986774,-0.009960,-0.181155,0.222158
04523,8631789,0.125142,0.494043,9.862221,-0.025013,-0.174372,0.218577
04524,8631087,NaN,NaN,NaN,NaN,NaN,NaN
04525,8631814,0.143910,0.505691,9.782956,-0.045101,-0.173883,0.219285
04526,8631839,0.186022,0.458261,9.685894,-0.063097,-0.173450,0.218714
04527,8631864,0.186907,0.453740,9.674653,-0.084136,-0.170258,0.213405
04528,8631889,0.194366,0.410538,9.606399,-0.104442,-0.166130,0.214589
04529,8631914,0.220816,0.328742,9.587414,-0.123684,-0.161365,0.207669
04530,8631939,0.207516,0.281273,9.600004,-0.141759,-0.160629,0.203804
04531,8631964,0.191106,0.157293,9.614702,-0.160077,-0.152646,0.197124
04532,8631989,0.179811,0.100386,9.633792,-0.173618,-0.148052,0.195812
04533,8632014,0.140258,0.048923,9.689102,-0.184287,-0.148320,0.193439
04534,8632039,0.127336,-0.022720,9.751674,-0.193124,-0.140929,0.184732
04535,8632064,0.129534,-0.110535,9.771466,-0.200936,-0.130969,0.183740
04536,8632089,0.114802,-0.168579,9.802494,-0.205587,-0.137550,0.177561
04537,8632114,0.101621,-0.178336,9.836754,-0.205584,-0.137462,0.172883
04538,8632139,0.074611,-0.223018,9.845424,-0.213870,-0.136317,0.168511
04539,8632164,0.079317,-0.296850,9.907918,-0.210078,-0.135316,0.160777
04540,8632189,0.027110,-0.302900,9.982813,-0.207005,-0.136639,0.155095
04541,8632214,0.012860,-0.354033,10.061769,-0.203064,-0.140703,0.152805
04542,8632239,-0.045738,-0.356228,10.177345,-0.192349,-0.144863,0.144454
04543,8632264,-0.080983,-0.348324,10.238057,-0.185122,-0.141418,0.141878
04544,8632289,-0.065954,-0.422761,10.281891,-0.169510,-0.149843,0.140413
04545,8632314,-0.064902,-0.375390,10.342608,-0.157642,-0.150207,0.133681
04546,8632339,-0.100484,-0.355076,10.328345,-0.141582,-0.154679,0.127862
04547,8632364,-0.125811,-0.307799,10.233642,-0.124566,-0.158587,0.122487
04548,8632389,-0.058812,-0.124684,10.228819,-0.111899,-0.160453,0.123212
04549,8632414,-0.126011,-0.162986,10.123067,-0.105324,-0.163329,0.115783
04550,8632439,-0.078236,-0.078814,10.089547,-0.098638,-0.166386,0.114699
04551,8632464,0.010857,-0.124429,10.000165,-0.095135,-0.166187,0.113579
04552,8632489,-0.009847,-0.137342,9.931909,-0.087579,-0.162840,0.114832
04553,8632514,0.020682,-0.156088,9.866956,-0.088361,-0.161219,0.113510
04554,8632539,0.146883,-0.225629,9.809108,-0.085063,-0.153545,0.105187
04555,8632564,0.080907,-0.278984,9.746819,-0.080229,-0.150684,0.104875
04556,8632589,0.166015,-0.325446,9.660541,-0.077659,-0.139993,0.101996
04557,8632614,0.221010,-0.345815,9.553604,-0.074777,-0.126791,0.092541
04558,8632639,0.185701,-0.291716,9.418173,-0.069992,-0.115977,0.091707
04559,8632664,0.245832,-0.315612,9.228765,-0.073531,-0.102103,0.088830
04560,8632689,0.257028,-0.226760,9.073613,-0.073217,-0.089514,0.087167
04561,8632714,0.270163,-0.187195,8.982471,-0.081396,-0.074929,0.085316
04562,8632739,0.314635,-0.142034,8.896385,-0.085710,-0.056496,0.081506
04563,8632764,0.314552,-0.064481,8.872009,-0.099401,-0.037700,0.079157
04564,8632789,0.309216,-0.061904,8.830673,-0.108494,-0.023124,0.075006
04565,8632814,0.250536,-0.002758,8.840391,-0.115775,-0.009185,0.076068
04566,8632839,0.247764,-0.022530,8.866070,-0.127010,0.006308,0.072672
04567,8632864,0.249634,0.004059,8.938630,-0.136122,0.020539,0.072340
04568,8632889,0.193279,0.039913,8.997004,-0.150958,0.034874,0.072179
04569,8632914,0.161903,-0.029587,9.078173,-0.156084,0.046595,0.077597
04570,8632939,0.134952,-0.059707,9.139012,-0.164382,0.061480,0.073802
04571,8632964,0.086238,-0.092877,9.199965,-0.172502,0.071607,0.075256
04572,8632989,0.006101,-0.129035,9.291526,-0.178762,0.077171,0.079124
04573,8633014,-0.011225,-0.177911,9.377986,-0.183432,0.083516,0.078935
04574,8633039,-0.051129,-0.250445,9.481772,-0.186318,0.091448,0.081211
04575,8633064,-0.143356,-0.247649,9.569021,-0.190878,0.093088,0.083766
04576,8633089,-0.173432,-0.382613,9.731996,-0.185622,0.089324,0.084675
04577,8633114,-0.201868,-0.415689,9.948232,-0.180534,0.094222,0.083662
04578,8633139,-0.268885,-0.386646,10.006743,-0.172086,0.091719,0.084842
04579,8633164,-0.238266,-0.537564,10.050685,-0.163564,0.091324,0.088843
04580,8633189,-0.279828,-0.538069,10.042057,-0.153057,0.089722,0.091980
04581,8633214,-0.286292,-0.613390,10.025075,-0.142370,0.087383,0.093853
04582,8633239,-0.216707,-0.671668,10.070001,-0.130324,0.083745,0.089677
04583,8633264,-0.217075,-0.719227,10.095016,-0.116500,0.085352,0.096133
04584,8633289,-0.219157,-0.777519,10.124367,-0.106624,0.081559,0.093890
04585,8633314,-0.167748,-0.883799,10.105399,-0.088786,0.082069,0.094303
04586,8633339,-0.227538,-0.886792,10.038557,-0.073893,0.080273,0.094072
04587,8633364,-0.204134,-0.948993,9.996851,-0.056584,0.082649,0.094115
04588,8633389,-0.098781,-0.994451,9.941757,-0.039870,0.082787,0.096459
04589,8633414,-0.083764,-0.915675,9.844936,-0.022447,0.086852,0.093775
04590,8633439,-0.117347,-0.946252,9.712675,-0.006385,0.090735,0.094200
04591,8633464,-0.066401,-0.863520,9.590484,0.007979,0.091260,0.092598
04592,8633489,-0.107661,-0.793183,9.465794,0.018086,0.100183,0.093973
04593,8633514,-0.102683,-0.785191,9.350840,0.028984,0.099976,0.092401
04594,8633539,-0.021626,-0.658353,9.285240,0.038172,0.106538,0.092333
04595,8633564,-0.029825,-0.644941,9.229190,0.043591,0.111195,0.093200
04596,8633589,-0.037934,-0.519051,9.217120,0.046008,0.119147,0.091939
04597,8633614,-0.018696,-0.447751,9.204673,0.045338,0.126492,0.091215
04598,8633639,-0.003596,-0.366898,9.174340,0.037756,0.137327,0.092370
04599,8633664,-0.031082,-0.298801,9.171302,0.031622,0.141696,0.097353
04600,8633689,-0.004819,-0.269562,9.174903,0.024431,0.149197,0.095352
04601,8633714,0.009845,-0.262131,9.284147,0.017417,0.161781,0.096969
04602,8633739,-0.030113,-0.198112,9.342619,0.009014,0.167497,0.095513
04603,8633764,-0.045785,-0.171024,9.414067,-0.000976,0.173187,0.099168
04604,8633789,-0.144878,-0.175530,9.529603,-0.016065,0.177469,0.102233
04605,8633814,-0.172068,-0.243685,9.562207,-0.027566,0.180987,0.104917
04606,8633839,-0.168210,-0.205690,9.636857,-0.031926,0.180387,0.101208
04607,8633864,-0.191497,-0.255612,9.735647,-0.041465,0.181428,0.102199
04608,8633889,-0.218054,-0.378906,9.882927,-0.047664,0.180880,0.107681
04609,8633914,-0.299378,-0.326328,10.059100,-0.052741,0.182156,0.103763
04610,8633939,-0.280331,-0.402892,10.172137,-0.048867,0.179406,0.106495
04611,8633964,-0.332714,-0.466182,10.298009,-0.044423,0.180370,0.108492
04612,8633989,-0.364986,-0.375261,10.442994,-0.041512,0.172489,0.111296
04613,8634014,-0.364601,-0.458200,10.507986,-0.037202,0.170057,0.115193
04614,8634039,-0.368161,-0.440584,10.544259,-0.026591,0.161111,0.117438
04615,8634064,-0.385998,-0.395370,10.601245,-0.018789,0.157329,0.120261
04616,8634089,-0.383683,-0.473269,10.611358,-0.014025,0.150620,0.122247
04617,8634114,-0.427278,-0.478941,10.617538,-0.002003,0.140255,0.129396
04618,8634139,-0.453224,-0.437770,10.646632,0.007951,0.129976,0.132654
04619,8634164,-0.363689,-0.505662,10.648518,0.020329,0.122739,0.138774
04620,8634189,-0.391288,-0.518707,10.650578,0.035646,0.114376,0.145025
04621,8634214,-0.453202,-0.532187,10.612673,0.046594,0.106960,0.148379
04622,8634239,-0.409640,-0.568237,10.453216,0.060510,0.100369,0.151684
04623,8634264,-0.377484,-0.452856,10.354278,0.071304,0.092167,0.159290
04624,8633587,NaN,NaN,NaN,NaN,NaN,NaN
04625,8634289,-0.405607,-0.495042,10.184081,0.078452,0.080629,0.166193
04626,8634314,-0.280113,-0.455393,10.134339,0.086532,0.074794,0.169007
04627,8634339,-0.307672,-0.410507,10.085861,0.083671,0.069799,0.176292
04628,8634364,-0.241534,-0.468252,9.987673,0.087524,0.063565,0.177737
04629,8634389,-0.219596,-0.395632,9.917571,0.088244,0.064892,0.182574
04630,8634414,-0.228690,-0.318252,9.867208,0.083812,0.057770,0.184432
04631,8634439,-0.218234,-0.393931,9.793259,0.080100,0.051499,0.191707
04632,8634464,-0.169561,-0.362888,9.706401,0.074031,0.049568,0.192624
04633,8634489,-0.193857,-0.245181,9.693535,0.063724,0.048091,0.196452
04634,8634514,-0.100601,-0.274240,9.614768,0.056515,0.042825,0.201605
04635,8634539,-0.153428,-0.271550,9.595451,0.051116,0.042360,0.204010
04636,8634564,-0.103722,-0.274164,9.590371,0.035042,0.038715,0.203603
04637,8634589,-0.166102,-0.233222,9.693528,0.027872,0.035963,0.208826
04638,8634614,-0.112058,-0.299485,9.706214,0.022507,0.036850,0.210799
04639,8634639,-0.177735,-0.212994,9.822818,0.016286,0.033744,0.212912
04640,8634664,-0.097580,-0.259853,9.837672,0.003671,0.034691,0.212391
04641,8634689,-0.108402,-0.348076,9.799288,0.006589,0.030565,0.219642
04642,8634714,-0.176764,-0.209695,9.877532,-0.002545,0.026206,0.221885
04643,8634739,-0.156090,-0.316062,9.894578,-0.006664,0.023413,0.226391
04644,8634764,-0.198429,-0.375463,9.901659,-0.006574,0.019688,0.228197
04645,8634789,-0.231357,-0.405645,9.883706,-0.009294,0.009299,0.235219
04646,8634814,-0.205377,-0.430978,9.925051,-0.005929,0.003479,0.236332
04647,8634839,-0.217536,-0.398789,9.943980,-0.009868,0.002132,0.239188
04648,8634864,-0.281070,-0.532219,9.933175,-0.016344,0.000062,0.247299
04649,8634889,-0.211453,-0.679841,9.962086,0.001255,-0.011173,0.246858
04650,8634914,-0.171298,-0.450827,10.002281,-0.002494,-0.015515,0.250138
04651,8634939,-0.141476,-0.778006,9.828644,0.002263,-0.018474,0.256125
04652,8634964,-0.162224,-0.675037,9.833160,0.011083,-0.025114,0.257293
04653,8634989,-0.082986,-0.642343,9.790698,0.015678,-0.025576,0.261160
04654,8635014,-0.034364,-0.737413,9.827347,0.019766,-0.024827,0.261433
04655,8635039,-0.111907,-0.878089,9.721271,0.032810,-0.026317,0.263580
04656,8635064,0.287211,-0.374843,9.994708,0.028328,-0.008708,0.257925
04657,8635089,-0.529784,-0.971337,9.558870,0.045177,-0.028113,0.271861
04658,8635114,0.128349,-0.571011,9.615579,0.059279,-0.024651,0.270047
04659,8635139,0.171510,-0.383441,9.598016,0.057123,-0.020112,0.271425
04660,8635164,0.007534,-0.562747,9.480490,0.053924,-0.010277,0.274559
04661,8635189,0.130442,-0.363425,9.496879,0.055627,-0.012717,0.272711
04662,8635214,0.154022,-0.352184,9.442587,0.047588,-0.008576,0.275081
04663,8635239,0.168287,-0.526217,9.271229,0.054189,0.001650,0.279333
04664,8635264,0.135722,-0.303115,9.282707,0.056406,0.008097,0.280599
04665,8635289,0.202800,-0.208584,9.298052,0.041790,0.011959,0.284397
04666,8635314,0.181454,-0.395284,9.202765,0.035886,0.021484,0.285333
04667,8635339,0.177774,-0.348841,9.134885,0.031727,0.030018,0.285531
04668,8635364,0.144318,-0.267856,9.115136,0.019809,0.031183,0.282782
04669,8635389,0.136247,-0.357750,9.032858,0.014659,0.033798,0.286371
04670,8635414,0.160077,-0.301177,9.001573,-0.001848,0.043187,0.285552
04671,8635439,0.098433,-0.349059,9.015271,-0.019318,0.042760,0.283996
04672,8635464,0.168351,-0.483219,9.026995,-0.029916,0.043670,0.283449
04673,8635489,0.229054,-0.492149,9.083839,-0.033377,0.058027,0.277438
04674,8635514,0.162038,-0.505322,9.236983,-0.050223,0.057956,0.285975
04675,8635539,0.150289,-0.663195,9.261597,-0.055937,0.060872,0.284135
04676,8635564,0.109287,-0.667759,9.360298,-0.057475,0.061544,0.284392
04677,8635589,0.137507,-0.656173,9.384377,-0.062712,0.064785,0.280837
04678,8635614,0.144187,-0.684927,9.454854,-0.060001,0.064883,0.284704
04679,8635639,0.089740,-0.610370,9.555036,-0.064747,0.069916,0.281199
04680,8635664,0.064457,-0.691089,9.588312,-0.062454,0.068150,0.282768
04681,8635689,0.037086,-0.648857,9.655430,-0.060208,0.064898,0.284288
04682,8635714,0.032680,-0.559422,9.721766,-0.057602,0.062498,0.288194
04683,8635739,0.034999,-0.544382,9.846492,-0.045483,0.061490,0.290567
04684,8635764,0.021460,-0.522137,9.895205,-0.039847,0.061464,0.292883
04685,8635789,0.033584,-0.408247,9.869590,-0.024326,0.063711,0.299194
04686,8635814,-0.042433,-0.294892,9.870638,-0.018081,0.061888,0.306445
04687,8635839,-0.072713,-0.186815,9.792678,-0.009269,0.054077,0.310621
04688,8635864,-0.054497,-0.062069,9.762855,-0.002398,0.060127,0.310840
04689,8635889,-0.060018,0.038528,9.707089,0.005832,0.054964,0.318671
04690,8635914,-0.070388,0.102473,9.669940,0.019392,0.053323,0.323177
04691,8635939,-0.072725,0.250911,9.701337,0.017118,0.058287,0.328971
04692,8635964,-0.104544,0.275280,9.675225,0.022166,0.058577,0.333022
04693,8635989,-0.117886,0.320143,9.664993,0.026890,0.057756,0.345213
04694,8636014,-0.095604,0.352169,9.625770,0.036257,0.056165,0.347192
04695,8636039,-0.078866,0.374831,9.614875,0.033937,0.059006,0.350279
04696,8636064,-0.045757,0.353351,9.532621,0.039580,0.063599,0.355639
04697,8636089,-0.048079,0.360500,9.492089,0.041299,0.069028,0.359508
04698,8636114,-0.093613,0.342941,9.489774,0.038611,0.070288,0.364775
04699,8636139,-0.074312,0.273244,9.482317,0.036696,0.070614,0.367261
04700,8636164,-0.068310,0.284983,9.593658,0.037261,0.076907,0.371975
04701,8636189,-0.090303,0.157152,9.671291,0.036847,0.076175,0.371657
04702,8636214,-0.086079,0.101104,9.809767,0.038763,0.080515,0.374296
04703,8636239,-0.032705,0.056752,9.892982,0.043815,0.082653,0.375617
04704,8636264,-0.000429,0.014845,9.957432,0.051051,0.086748,0.378334
04705,8636289,0.021340,0.008351,9.968307,0.060693,0.092014,0.383914
04706,8636314,0.032293,0.018792,10.046604,0.069992,0.094768,0.381771
04707,8636339,0.014721,0.065533,10.050197,0.077779,0.100269,0.381178
04708,8636364,0.042353,0.066979,10.040592,0.085808,0.104318,0.385686
04709,8636389,0.002013,0.071846,10.038010,0.092179,0.106459,0.387900
04710,8636414,-0.003736,0.179339,10.063840,0.098480,0.108748,0.392222
04711,8636439,-0.006659,0.252383,10.035577,0.101879,0.103606,0.393858
04712,8636464,-0.053975,0.339429,10.091611,0.105021,0.109362,0.394104
04713,8636489,-0.063420,0.393349,10.117253,0.112986,0.105979,0.398058
04714,8636514,-0.053808,0.467207,10.140244,0.124083,0.110295,0.400204
04715,8636539,-0.118739,0.611302,10.222442,0.125698,0.108676,0.406078
04716,8636564,-0.158451,0.656487,10.261095,0.133274,0.109567,0.407984
04717,8636589,-0.213258,0.769127,10.310318,0.142302,0.107998,0.414329
04718,8636614,-0.252917,0.797279,10.339012,0.145323,0.102594,0.419309
04719,8636639,-0.265755,0.867865,10.427137,0.150090,0.096261,0.419272
04720,8636664,-0.304670,0.854910,10.527197,0.155210,0.088913,0.430655
04721,8636689,-0.248889,0.843748,10.666412,0.162277,0.084465,0.431613
04722,8636714,-0.316046,0.731047,10.662159,0.166629,0.076097,0.434310
04723,8636739,-0.231977,0.696060,10.646624,0.173054,0.074612,0.434632
04724,8636764,-0.228527,0.723480,10.679136,0.177939,0.069482,0.443523
04725,8636789,-0.182533,0.562938,10.631084,0.181421,0.069930,0.441829
04726,8636087,NaN,NaN,NaN,NaN,NaN,NaN
04727,8636814,-0.157730,0.513100,10.590970,0.184161,0.069667,0.447767
04728,8636839,-0.080796,0.364554,10.468698,0.192399,0.073547,0.448144
04729,8636864,-0.228494,0.462406,10.548130,0.186836,0.069720,0.448997
04730,8636889,-0.147738,0.191170,10.532206,0.177089,0.065228,0.448421
04731,8636914,0.039732,0.016479,10.315108,0.194345,0.066289,0.445671
04732,8636939,-0.339045,0.208409,10.528228,0.185504,0.062338,0.445090
04733,8636964,-0.091065,-0.166764,10.491238,0.191426,0.057437,0.446232
04734,8636989,0.018098,0.045791,10.668769,0.200287,0.062496,0.443514
04735,8637014,-0.146735,0.012535,10.609112,0.193026,0.062516,0.441705
04736,8637039,-0.130129,-0.220240,10.619546,0.209150,0.057200,0.442071
04737,8637064,-0.096478,0.080103,10.698482,0.214908,0.050583,0.441682
04738,8637089,-0.002896,0.040123,10.532798,0.216986,0.045890,0.442456
04739,8637114,-0.071684,0.069503,10.513998,0.229538,0.042071,0.442805
04740,8637139,-0.067779,0.215725,10.528618,0.232931,0.039598,0.444955
04741,8637164,-0.089680,0.299953,10.563140,0.232673,0.033209,0.445136
04742,8637189,-0.120365,0.216200,10.514813,0.234490,0.026249,0.445119
04743,8637214,-0.158146,0.246700,10.414092,0.246606,0.021727,0.446602
04744,8637239,-0.175626,0.398775,10.484523,0.245052,0.013920,0.450500
04745,8637264,-0.191929,0.366864,10.502033,0.248601,0.006688,0.449779
04746,8637289,-0.217930,0.464793,10.554644,0.254150,-0.002448,0.453853
04747,8637314,-0.219633,0.454800,10.563135,0.257237,-0.009340,0.453164
04748,8637339,-0.211044,0.461199,10.577103,0.263391,-0.018521,0.453161
04749,8637364,-0.221738,0.630777,10.631071,0.267982,-0.024344,0.457919
04750,8637389,-0.230961,0.649872,10.532055,0.264534,-0.031364,0.456382
04751,8637414,-0.272869,0.701943,10.507367,0.263257,-0.038353,0.461114
04752,8637439,-0.208686,0.733471,10.507435,0.254025,-0.046057,0.461400
04753,8637464,-0.196474,0.677991,10.419432,0.249330,-0.049071,0.465394
04754,8637489,-0.273461,0.687528,10.398198,0.244536,-0.055872,0.465862
04755,8637514,-0.286137,0.735591,10.523418,0.231860,-0.070018,0.465477
04756,8637539,-0.232067,0.497948,10.475811,0.214379,-0.075120,0.467163
04757,8637564,-0.225024,0.425248,10.461219,0.207236,-0.077397,0.466933
04758,8637589,-0.222697,0.386727,10.432936,0.195619,-0.085869,0.468674
04759,8637614,-0.156172,0.262278,10.397438,0.186984,-0.088644,0.463638
04760,8637639,-0.172181,0.220150,10.446046,0.172593,-0.098337,0.466958
04761,8637664,-0.154939,0.056767,10.438308,0.159330,-0.104232,0.461114
04762,8637689,-0.148677,-0.074114,10.420166,0.151692,-0.107670,0.456769
04763,8637714,-0.111945,-0.085601,10.475452,0.143685,-0.108865,0.457805
04764,8637739,-0.104682,-0.144217,10.500782,0.137294,-0.117707,0.454222
04765,8637764,-0.125619,-0.210783,10.476620,0.133168,-0.120436,0.449290
04766,8637789,-0.143726,-0.237726,10.461128,0.125205,-0.124526,0.446399
04767,8637814,-0.085476,-0.302529,10.334864,0.125501,-0.132760,0.443760
04768,8637839,-0.117078,-0.301177,10.273284,0.120669,-0.134385,0.440577
04769,8637864,-0.137264,-0.340765,10.223631,0.119575,-0.139233,0.439688
04770,8637889,-0.146082,-0.381032,10.134090,0.122400,-0.142133,0.430995
04771,8637914,-0.160539,-0.347022,10.089169,0.121365,-0.144327,0.428293
04772,8637939,-0.174278,-0.354581,9.982865,0.125926,-0.149289,0.423894
04773,8637964,-0.152223,-0.335960,9.883271,0.124330,-0.154015,0.424353
04774,8637989,-0.140509,-0.322999,9.791167,0.127252,-0.153431,0.419236
04775,8638014,-0.131707,-0.324144,9.726247,0.132433,-0.156611,0.413180
04776,8638039,-0.117502,-0.284019,9.704422,0.131410,-0.160626,0.407871
04777,8638064,-0.109955,-0.243754,9.710065,0.131359,-0.161763,0.403485
04778,8638089,-0.078050,-0.223621,9.694965,0.135721,-0.165333,0.399952
04779,8638114,-0.087839,-0.115497,9.681526,0.137649,-0.169812,0.395089
04780,8638139,-0.010302,-0.117451,9.643387,0.137495,-0.172772,0.394700
04781,8638164,-0.024916,-0.054879,9.590378,0.126632,-0.171196,0.386774
04782,8638189,-0.006815,-0.046218,9.506044,0.121031,-0.178823,0.385404
04783,8638214,0.087887,-0.088960,9.464662,0.113834,-0.181448,0.379483
04784,8638239,0.146303,-0.096987,9.439020,0.108980,-0.178480,0.377908
04785,8638264,0.176711,-0.155934,9.368565,0.097838,-0.184974,0.371803
04786,8638289,0.250889,-0.183281,9.318840,0.092994,-0.183372,0.367441
04787,8638314,0.213276,-0.173398,9.331411,0.082227,-0.179470,0.366402
04788,8638339,0.260589,-0.250124,9.295903,0.069777,-0.181928,0.364121
04789,8638364,0.294145,-0.317791,9.253724,0.062651,-0.177923,0.359663
04790,8638389,0.279363,-0.310218,9.221156,0.053237,-0.174074,0.358223
04791,8638414,0.295023,-0.380736,9.151943,0.048546,-0.171511,0.357962
04792,8638439,0.289362,-0.370087,9.052045,0.041725,-0.167790,0.354929
04793,8638464,0.277478,-0.369518,8.981398,0.028426,-0.168000,0.352141
04794,8638489,0.298069,-0.412038,8.885428,0.020022,-0.164178,0.350995
04795,8638514,0.303460,-0.483030,8.755108,0.014866,-0.158913,0.352418
04796,8638539,0.287126,-0.560950,8.682080,0.005021,-0.154160,0.348150
04797,8638564,0.267558,-0.569573,8.631462,-0.003912,-0.151487,0.346630
04798,8638589,0.240421,-0.622582,8.609699,-0.005822,-0.146841,0.346353
04799,8638614,0.217879,-0.620589,8.633369,-0.018744,-0.144987,0.342230
04800,8638639,0.164246,-0.675255,8.621690,-0.025019,-0.141634,0.340918
04801,8638664,0.106203,-0.763620,8.617640,-0.030264,-0.141570,0.337165
04802,8638689,0.092670,-0.800731,8.637328,-0.036347,-0.141394,0.337415
04803,8638714,0.039037,-0.785832,8.678485,-0.040653,-0.138927,0.337035
04804,8638739,0.019219,-0.834140,8.717226,-0.043862,-0.141080,0.329163
04805,8638764,0.027494,-0.825682,8.788753,-0.041528,-0.143996,0.327317
04806,8638789,0.052072,-0.835915,8.877629,-0.042878,-0.144552,0.324302
04807,8638814,0.075169,-0.841300,8.936534,-0.045763,-0.147028,0.319173
04808,8638839,0.114679,-0.821222,9.007200,-0.041646,-0.143297,0.318397
04809,8638864,0.097333,-0.817673,9.068814,-0.038046,-0.146949,0.313320
04810,8638889,0.119268,-0.729311,9.120010,-0.030565,-0.142667,0.307941
04811,8638914,0.107928,-0.599065,9.196886,-0.026724,-0.144017,0.306437
04812,8638939,0.153495,-0.579366,9.188607,-0.024833,-0.143741,0.302359
04813,8638964,0.128573,-0.391858,9.272682,-0.026105,-0.149976,0.299772
04814,8638989,0.207154,-0.353273,9.165524,-0.023159,-0.150159,0.297556
04815,8639014,0.223723,-0.240928,9.153772,-0.022514,-0.144574,0.296805
04816,8639039,0.187985,-0.172282,9.209067,-0.029333,-0.149794,0.294738
04817,8639064,0.229695,-0.111499,9.253955,-0.031050,-0.152208,0.295161
04818,8639089,0.282530,-0.105652,9.235514,-0.039446,-0.152338,0.289909
04819,8639114,0.230717,-0.134297,9.205148,-0.042056,-0.151317,0.291932
04820,8639139,0.302547,-0.110368,9.191714,-0.042690,-0.148214,0.290997
04821,8639164,0.256358,-0.058953,9.206578,-0.053355,-0.147741,0.293051
04822,8639189,0.296987,-0.110762,9.140954,-0.056712,-0.146513,0.291129
04823,8639214,0.274893,-0.092028,9.121027,-0.062193,-0.146905,0.292590
04824,8639239,0.267676,-0.101001,9.086339,-0.065590,-0.139986,0.289548
04825,8638587,NaN,NaN,NaN,NaN,NaN,NaN
04826,8639264,0.265993,-0.132748,9.044279,-0.065096,-0.142445,0.288188
04827,8639289,0.230658,-0.080223,9.065962,-0.070167,-0.140277,0.285944
04828,8639314,0.203444,-0.126096,8.997512,-0.075898,-0.139791,0.286540
04829,8639339,0.184284,-0.141221,8.997300,-0.077313,-0.136878,0.287014
04830,8639364,0.162468,-0.171075,9.041742,-0.077991,-0.137080,0.289852
04831,8639389,0.174111,-0.258757,9.046688,-0.085384,-0.136158,0.283780
04832,8639414,0.146554,-0.328304,9.080305,-0.081748,-0.131823,0.281004
04833,8639439,0.092141,-0.364039,9.114618,-0.082751,-0.134076,0.284084
04834,8639464,0.085111,-0.377589,9.132597,-0.079405,-0.125983,0.278535
04835,8639489,0.047549,-0.394126,9.131791,-0.077589,-0.129765,0.279132
04836,8639514,0.026447,-0.389518,9.154638,-0.073341,-0.126912,0.276744
04837,8639539,0.014467,-0.381552,9.197269,-0.075206,-0.129087,0.272890
04838,8639564,-0.055804,-0.370836,9.176132,-0.076480,-0.125937,0.267573
04839,8639589,0.086500,-0.329762,9.250594,-0.080460,-0.127171,0.267311
04840,8639614,0.068219,-0.447513,9.247537,-0.074534,-0.122681,0.262878
04841,8639639,-0.017286,-0.381270,9.218137,-0.072131,-0.126599,0.261892
04842,8639664,0.053216,-0.315937,9.243523,-0.073580,-0.126451,0.256466
04843,8639689,0.042979,-0.348045,9.174763,-0.069614,-0.125332,0.254189
04844,8639714,0.040970,-0.246059,9.157559,-0.068583,-0.122216,0.252796
04845,8639739,0.048747,-0.227716,9.113259,-0.076284,-0.122629,0.252867
04846,8639764,0.058036,-0.284156,9.024250,-0.079548,-0.118162,0.249078
04847,8639789,0.051049,-0.182207,9.015582,-0.081752,-0.119576,0.248470
04848,8639814,0.126249,-0.131817,9.011164,-0.089264,-0.118442,0.248698
04849,8639839,0.132266,-0.251063,8.923696,-0.095475,-0.115025,0.243074
04850,8639864,0.103049,-0.137981,8.873169,-0.101127,-0.113784,0.240303
04851,8639889,0.150152,-0.120513,8.825242,-0.107652,-0.108744,0.238522
04852,8639914,0.187147,-0.179919,8.797572,-0.110570,-0.105748,0.239984
04853,8639939,0.202449,-0.179388,8.709428,-0.117496,-0.097404,0.230385
04854,8639964,0.166893,-0.167952,8.738925,-0.125246,-0.096138,0.232106
04855,8639989,0.179088,-0.227212,8.632937,-0.129956,-0.091086,0.230616
04856,8640014,0.250058,-0.188390,8.635770,-0.140654,-0.089328,0.228370
