PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z
05344,8652089,-0.041535,-0.402569,9.783153,-0.120609,0.140876,-0.055565
05345,8652114,-0.050148,-0.415807,9.847643,-0.116308,0.142466,-0.054272
05346,8652139,-0.062228,-0.420320,9.902288,-0.112325,0.142980,-0.053826
05347,8652164,-0.089973,-0.418761,9.935070,-0.105332,0.137966,-0.051410
05348,8652189,-0.079323,-0.412556,9.982543,-0.104392,0.135972,-0.051843
05349,8652214,-0.104272,-0.356312,9.985411,-0.096510,0.132554,-0.048441
05350,8652239,-0.102614,-0.326038,10.026186,-0.094713,0.126984,-0.048167
05351,8652264,-0.094981,-0.290383,10.108281,-0.091194,0.119812,-0.046420
05352,8652289,-0.085253,-0.278622,10.211306,-0.087945,0.112832,-0.042470
05353,8652314,-0.067804,-0.246207,10.262931,-0.084572,0.108645,-0.043671
05354,8652339,-0.054408,-0.229479,10.325616,-0.081131,0.100740,-0.042127
05355,8652364,-0.034477,-0.202461,10.367156,-0.074993,0.092820,-0.037389
05356,8652389,-0.010595,-0.182102,10.388810,-0.069575,0.085788,-0.035027
05357,8652414,0.011822,-0.153824,10.474455,-0.068927,0.079035,-0.032201
05358,8652439,0.022796,-0.129212,10.529486,-0.064419,0.067126,-0.031178
05359,8652464,0.062144,-0.099675,10.605642,-0.062495,0.053283,-0.029241
05360,8652489,0.075820,-0.068649,10.656094,-0.056316,0.042961,-0.029258
05361,8652514,0.130961,-0.049534,10.710361,-0.054856,0.035902,-0.027028
05362,8652539,0.130105,-0.080940,10.766815,-0.053224,0.026768,-0.026630
05363,8652564,0.169627,-0.000809,10.857824,-0.045986,0.016422,-0.026676
05364,8652589,0.209150,-0.009510,10.942985,-0.042100,0.008043,-0.025317
05365,8652614,0.214785,-0.012179,10.955905,-0.034887,-0.001253,-0.019774
05366,8652639,0.249008,0.050046,11.010575,-0.024672,-0.005600,-0.025190
05367,8652664,0.272910,0.070929,11.011286,-0.017956,-0.016952,-0.025257
05368,8652689,0.266992,0.091746,11.004799,-0.012481,-0.025205,-0.020687
05369,8652714,0.252843,0.169254,11.010780,-0.003922,-0.033209,-0.020875
05370,8652739,0.237575,0.183729,10.962666,0.003365,-0.034435,-0.018254
05371,8652764,0.226341,0.234464,10.940964,0.012068,-0.048235,-0.019328
05372,8652789,0.236667,0.261006,10.919670,0.015976,-0.052033,-0.018817
05373,8652814,0.225691,0.251340,10.861183,0.018891,-0.062111,-0.015914
05374,8652839,0.256069,0.253976,10.818593,0.032278,-0.066160,-0.014734
05375,8652864,0.281662,0.250405,10.719002,0.031235,-0.071049,-0.011750
05376,8652889,0.316974,0.211995,10.638724,0.033145,-0.073494,-0.013286
05377,8652914,0.298016,0.191406,10.537779,0.037926,-0.073850,-0.011651
05378,8652939,0.329548,0.132698,10.408863,0.043061,-0.077584,-0.014101
05379,8652964,0.286018,0.115344,10.321511,0.043748,-0.078626,-0.012569
05380,8652989,0.278088,0.075384,10.137123,0.042403,-0.075147,-0.020684
05381,8653014,0.317505,0.054122,10.024753,0.045135,-0.076434,-0.019509
05382,8653039,0.294704,-0.012522,9.883306,0.041478,-0.072923,-0.018717
05383,8653064,0.291754,-0.035363,9.791278,0.041723,-0.074081,-0.021809
05384,8653089,0.272871,-0.100374,9.710078,0.040518,-0.070529,-0.026391
05385,8653114,0.263860,-0.133759,9.656508,0.038209,-0.070901,-0.027931
05386,8653139,0.262370,-0.191079,9.605133,0.035995,-0.064088,-0.031571
05387,8653164,0.222378,-0.191170,9.545960,0.032678,-0.065735,-0.032909
05388,8653189,0.201123,-0.249497,9.508247,0.036132,-0.064749,-0.032096
05389,8653214,0.176481,-0.314939,9.459043,0.036675,-0.061755,-0.032856
05390,8653239,0.165905,-0.318134,9.448482,0.036702,-0.062478,-0.037508
05391,8653264,0.160862,-0.396728,9.443195,0.039790,-0.061134,-0.037804
05392,8653289,0.130795,-0.438466,9.442343,0.042633,-0.060613,-0.041427
05393,8653314,0.138766,-0.471146,9.419624,0.047398,-0.067271,-0.042820
05394,8653339,0.076158,-0.507882,9.437800,0.047884,-0.068779,-0.046745
05395,8653364,0.114066,-0.540816,9.462788,0.052924,-0.068344,-0.047721
05396,8653389,0.082287,-0.561105,9.415253,0.055397,-0.066677,-0.049095
05397,8653414,0.048012,-0.588583,9.440346,0.064494,-0.073265,-0.048395
05398,8653439,0.060063,-0.619012,9.381321,0.072380,-0.072496,-0.048840
05399,8653464,0.034021,-0.531381,9.449317,0.079118,-0.071840,-0.048764
05400,8653489,-0.024612,-0.507662,9.297375,0.078314,-0.074925,-0.044756
05401,8653514,-0.045905,-0.548099,9.187161,0.079259,-0.079395,-0.047381
05402,8653539,-0.009503,-0.569396,9.095942,0.081392,-0.081907,-0.045460
05403,8653564,-0.074107,-0.562629,8.989757,0.082324,-0.077400,-0.041963
05404,8653589,-0.084823,-0.533403,8.954663,0.086572,-0.085339,-0.042328
05405,8653614,-0.162487,-0.520625,8.860997,0.089941,-0.081021,-0.042084
05406,8653639,-0.214404,-0.451035,8.831122,0.092138,-0.082670,-0.040035
05407,8653664,-0.128835,-0.395555,8.782778,0.087946,-0.087880,-0.038479
05408,8653689,-0.091116,-0.386172,8.720833,0.091704,-0.080021,-0.035007
05409,8653714,-0.121857,-0.311325,8.676335,0.084154,-0.075680,-0.032775
05410,8653739,-0.138113,-0.331948,8.611105,0.078208,-0.074430,-0.029279
05411,8653764,-0.156412,-0.256894,8.601181,0.076134,-0.078084,-0.029273
05412,8653789,-0.126843,-0.207456,8.538061,0.066669,-0.074956,-0.024854
05413,8653814,-0.102432,-0.151189,8.516476,0.062225,-0.070564,-0.021552
05414,8653839,-0.083863,-0.084667,8.527815,0.051194,-0.061332,-0.020289
05415,8653864,-0.048948,-0.103809,8.485398,0.042636,-0.055917,-0.015558
05416,8653889,-0.020861,-0.095033,8.489495,0.033832,-0.051558,-0.012530
05417,8653914,0.002087,-0.103118,8.523657,0.015491,-0.041325,-0.012021
05418,8653939,-0.003071,-0.090053,8.584977,0.006480,-0.038102,-0.009015
05419,8653964,-0.006766,-0.084391,8.620381,-0.003570,-0.033590,-0.007364
05420,8653989,-0.012624,-0.071507,8.676147,-0.009288,-0.025298,-0.003679
05421,8654014,-0.032076,-0.075237,8.711743,-0.018984,-0.023238,-0.001211
05422,8654039,0.008423,-0.040795,8.732603,-0.026359,-0.013734,-0.001405
05423,8654064,-0.013981,-0.037884,8.786725,-0.034708,-0.007841,0.003465
05424,8654089,-0.057382,-0.066266,8.826634,-0.039829,-0.004873,0.009964
05425,8654114,-0.044332,-0.084780,8.873148,-0.042905,0.000773,0.010208
05426,8654139,-0.070284,-0.052416,8.946033,-0.050215,0.006142,0.012738
05427,8654164,-0.033516,-0.044432,8.955642,-0.052510,0.012172,0.016610
05428,8654189,-0.041722,-0.062160,9.050245,-0.055249,0.012433,0.018140
05429,8654214,-0.091122,-0.038687,9.113045,-0.053929,0.016522,0.022801
05430,8654239,-0.090403,-0.081438,9.158794,-0.056012,0.020143,0.026845
05431,8654264,-0.100433,-0.065576,9.237354,-0.048779,0.021426,0.030033
05432,8654289,-0.106016,-0.090446,9.290473,-0.040634,0.023580,0.035445
05433,8653587,NaN,NaN,NaN,NaN,NaN,NaN
05434,8654314,-0.142477,-0.100849,9.327903,-0.035168,0.028013,0.038106
05435,8654339,-0.153740,-0.053261,9.373873,-0.027002,0.024880,0.041290
05436,8654364,-0.191557,-0.069171,9.362094,-0.023851,0.025048,0.047290
05437,8654389,-0.227472,-0.073756,9.379567,-0.016637,0.031825,0.053854
05438,8654414,-0.233326,-0.106608,9.339323,-0.008543,0.028758,0.058127
05439,8654439,-0.269874,-0.094032,9.319654,0.002385,0.028702,0.060444
05440,8654464,-0.279602,-0.124639,9.279169,0.006663,0.032643,0.070203
05441,8654489,-0.267899,-0.136843,9.248845,0.017294,0.032976,0.071573
05442,8654514,-0.292173,-0.105906,9.255138,0.026269,0.035355,0.080571
05443,8654539,-0.268034,-0.094446,9.185232,0.023795,0.038942,0.083277
05444,8654564,-0.276218,-0.083515,9.170856,0.032873,0.039548,0.089914
05445,8654589,-0.295507,-0.024425,9.138545,0.033530,0.044558,0.095514
05446,8654614,-0.293162,-0.028308,9.081133,0.040219,0.048215,0.098313
05447,8654639,-0.300290,0.014110,9.022739,0.036172,0.055309,0.108691
05448,8654664,-0.325333,0.032751,8.963820,0.033563,0.063039,0.111196
05449,8654689,-0.347518,0.038866,8.912104,0.032126,0.066728,0.117590
05450,8654714,-0.351978,0.056522,8.884421,0.031070,0.069519,0.120317
05451,8654739,-0.353125,0.038505,8.869066,0.029366,0.073989,0.126765
05452,8654764,-0.349231,0.024322,8.870043,0.018760,0.077396,0.133022
05453,8654789,-0.325232,-0.008937,8.871475,0.014604,0.079901,0.139339
05454,8654814,-0.341644,-0.023905,8.918726,0.014586,0.086398,0.142331
05455,8654839,-0.354560,-0.034076,8.949384,0.008594,0.087515,0.146916
05456,8654864,-0.348172,-0.084656,8.987457,0.007468,0.097043,0.151575
05457,8654889,-0.370864,-0.103206,9.080769,0.006542,0.101403,0.161224
05458,8654914,-0.396699,-0.155100,9.165001,0.008740,0.098649,0.165951
05459,8654939,-0.411605,-0.186322,9.229563,0.009135,0.099797,0.170384
05460,8654964,-0.420041,-0.229578,9.313036,0.014352,0.097691,0.172877
05461,8654989,-0.426652,-0.289345,9.365534,0.012226,0.098551,0.177921
05462,8655014,-0.431094,-0.320282,9.467486,0.020679,0.097280,0.184055
05463,8655039,-0.462456,-0.347797,9.521537,0.025571,0.092832,0.189557
05464,8655064,-0.447730,-0.399829,9.587208,0.032794,0.087880,0.190162
05465,8655089,-0.427908,-0.411354,9.647366,0.038030,0.088198,0.192348
05466,8655114,-0.451061,-0.428491,9.726811,0.045203,0.085048,0.199624
05467,8655139,-0.459972,-0.434524,9.766874,0.054508,0.076295,0.199971
05468,8655164,-0.443250,-0.419844,9.793347,0.063700,0.071492,0.205659
05469,8655189,-0.459818,-0.410238,9.847902,0.072285,0.067078,0.210520
05470,8655214,-0.448903,-0.439903,9.866031,0.075608,0.060689,0.214481
05471,8655239,-0.456291,-0.414106,9.878767,0.082978,0.053129,0.216366
05472,8655264,-0.459635,-0.400818,9.908602,0.094681,0.046004,0.218803
05473,8655289,-0.435547,-0.420173,9.896213,0.099475,0.040954,0.221821
05474,8655314,-0.447227,-0.359594,9.955745,0.105863,0.034102,0.225113
05475,8655339,-0.440511,-0.345970,9.954341,0.110581,0.029146,0.228261
05476,8655364,-0.428320,-0.305965,9.962352,0.118078,0.025470,0.232355
05477,8655389,-0.395375,-0.277109,9.964877,0.117368,0.022575,0.235578
05478,8655414,-0.408986,-0.319133,9.920613,0.121971,0.017481,0.240294
05479,8655439,-0.392915,-0.298097,9.856454,0.127655,0.017978,0.240754
05480,8655464,-0.373918,-0.260572,9.791505,0.130519,0.015324,0.246673
05481,8655489,-0.355400,-0.251441,9.732924,0.125704,0.012288,0.248844
05482,8655514,-0.337469,-0.235025,9.659107,0.120171,0.010536,0.253778
05483,8655539,-0.332483,-0.209823,9.642221,0.120508,0.014817,0.256736
05484,8655564,-0.347330,-0.184795,9.618495,0.113826,0.010990,0.260062
05485,8655589,-0.326396,-0.169740,9.585326,0.105684,0.013350,0.262719
05486,8655614,-0.318167,-0.130819,9.580338,0.098855,0.012132,0.263255
05487,8655639,-0.312687,-0.080681,9.531478,0.091103,0.013729,0.272039
05488,8655664,-0.293933,-0.059459,9.517933,0.083945,0.015148,0.274710
05489,8655689,-0.318235,-0.030968,9.497899,0.073230,0.020681,0.279341
05490,8655714,-0.341782,-0.048496,9.478899,0.064107,0.017399,0.284105
05491,8655739,-0.341350,-0.033851,9.468977,0.048476,0.021677,0.286636
05492,8655764,-0.339665,-0.014481,9.482709,0.041097,0.020822,0.292423
05493,8655789,-0.352935,-0.057821,9.509770,0.028651,0.022554,0.298574
05494,8655814,-0.391659,-0.045559,9.535876,0.019885,0.021259,0.301606
05495,8655839,-0.423636,-0.040851,9.571923,0.011598,0.021770,0.304729
05496,8655864,-0.434902,-0.018158,9.632504,-0.005341,0.021446,0.311361
05497,8655889,-0.445368,-0.052624,9.662402,-0.011003,0.020134,0.315727
05498,8655914,-0.460141,-0.039007,9.727303,-0.017384,0.011847,0.323517
05499,8655939,-0.463737,-0.048185,9.785932,-0.023466,0.009202,0.329795
05500,8655964,-0.459594,-0.082915,9.848137,-0.026603,0.002549,0.332881
05501,8655989,-0.478542,-0.086059,9.928129,-0.030953,-0.001937,0.339542
05502,8656014,-0.480826,-0.146890,9.996794,-0.033736,-0.008290,0.343827
05503,8656039,-0.446443,-0.201313,10.072301,-0.033799,-0.012361,0.349558
05504,8656064,-0.504139,-0.212172,10.134557,-0.033090,-0.018574,0.357776
05505,8656089,-0.517063,-0.223566,10.163507,-0.029647,-0.026295,0.359464
05506,8656114,-0.510304,-0.260797,10.188451,-0.019541,-0.032365,0.366162
05507,8656139,-0.558427,-0.249814,10.194774,-0.023941,-0.038765,0.369592
05508,8656164,-0.574982,-0.258975,10.199814,-0.012442,-0.046144,0.380235
05509,8656189,-0.576639,-0.263315,10.173953,-0.007105,-0.052994,0.381418
05510,8656214,-0.531296,-0.307246,10.144011,-0.004900,-0.062169,0.387076
05511,8656239,-0.540634,-0.357104,10.157014,0.001628,-0.070398,0.391758
05512,8656264,-0.526508,-0.394207,10.202273,0.008928,-0.078259,0.397126
05513,8656289,-0.487266,-0.414071,10.226549,0.025029,-0.078787,0.398781
05514,8656314,-0.461489,-0.405568,10.240980,0.036336,-0.084360,0.401133
05515,8656339,-0.429140,-0.399198,10.218854,0.041459,-0.086108,0.407942
05516,8656364,-0.401519,-0.361379,10.196280,0.052334,-0.093286,0.411140
05517,8656389,-0.344586,-0.324004,10.124986,0.056087,-0.096183,0.414712
05518,8656414,-0.294657,-0.273119,10.026013,0.064877,-0.099309,0.417919
05519,8656439,-0.253320,-0.185960,9.988973,0.064237,-0.095697,0.422847
05520,8656464,-0.191848,-0.179950,9.915462,0.063583,-0.100677,0.425021
05521,8656489,-0.129166,-0.128159,9.839703,0.057634,-0.099362,0.426596
05522,8656514,-0.125667,-0.045961,9.828348,0.053147,-0.099356,0.430953
05523,8656539,-0.055110,-0.090429,9.755957,0.042707,-0.095002,0.436134
05524,8656564,-0.007664,-0.069133,9.716610,0.031696,-0.092569,0.439223
05525,8656589,0.038019,-0.045015,9.718749,0.019228,-0.083721,0.437018
05526,8656614,0.045049,-0.062670,9.699985,0.008745,-0.080474,0.440332
05527,8656639,0.105041,-0.089177,9.681811,-0.003847,-0.074498,0.440151
05528,8656664,0.128868,-0.083803,9.688865,-0.017691,-0.067028,0.441227
05529,8656689,0.161938,-0.114929,9.669334,-0.032946,-0.062880,0.446989
05530,8656714,0.168558,-0.156824,9.650520,-0.046918,-0.052339,0.446079
05531,8656739,0.194106,-0.166643,9.667659,-0.059123,-0.045960,0.449286
05532,8656764,0.181112,-0.195792,9.681675,-0.076546,-0.033414,0.449007
05533,8656789,0.178669,-0.222600,9.714357,-0.090952,-0.029743,0.448155
05534,8656814,0.179118,-0.249944,9.737120,-0.106037,-0.020978,0.457177
05535,8656839,0.165313,-0.316911,9.738442,-0.122003,-0.014158,0.451899
05536,8656088,NaN,NaN,NaN,NaN,NaN,NaN
05537,8656864,0.170726,-0.388631,9.779385,-0.135054,-0.011918,0.459746
05538,8656889,0.151626,-0.449481,9.837900,-0.149187,-0.006722,0.459296
05539,8656914,0.144334,-0.538702,9.910954,-0.158459,-0.001426,0.459144
05540,8656939,0.144545,-0.593650,9.973925,-0.170194,0.000154,0.459332
05541,8656964,0.153383,-0.656731,10.049007,-0.177616,0.001346,0.463676
05542,8656989,0.157341,-0.711696,10.100109,-0.181037,0.002604,0.463655
05543,8657014,0.177440,-0.757944,10.103957,-0.185265,0.004259,0.463780
05544,8657039,0.164702,-0.776860,10.114390,-0.191996,0.007356,0.467687
05545,8657064,0.137356,-0.768792,10.139925,-0.193909,0.011354,0.468353
05546,8657089,0.137509,-0.786063,10.144472,-0.196332,0.007273,0.475846
05547,8657114,0.135169,-0.794852,10.183446,-0.200704,0.002029,0.469240
05548,8657139,0.158737,-0.847933,10.188462,-0.202017,0.003817,0.474464
05549,8657164,0.185960,-0.890254,10.209265,-0.202350,0.005791,0.476047
05550,8657189,0.172620,-0.890108,10.209439,-0.195172,-0.001016,0.480012
05551,8657214,0.200747,-0.934521,10.233194,-0.198542,-0.003096,0.484922
05552,8657239,0.224656,-0.972506,10.251431,-0.193690,0.002841,0.485846
05553,8657264,0.217786,-0.970622,10.250954,-0.192167,-0.004160,0.484595
05554,8657289,0.195394,-0.950776,10.234633,-0.187147,-0.004999,0.487862
05555,8657314,0.240213,-0.948674,10.180587,-0.183733,-0.008699,0.490763
05556,8657339,0.267107,-0.933735,10.155723,-0.183633,-0.008155,0.492818
05557,8657364,0.265823,-0.903715,10.148199,-0.181638,-0.005476,0.496269
05558,8657389,0.285489,-0.940741,10.135817,-0.180821,-0.007068,0.496847
05559,8657414,0.310437,-0.883110,10.174147,-0.178422,-0.005199,0.499848
05560,8657439,0.347488,-0.872339,10.179326,-0.176877,-0.002997,0.501379
05561,8657464,0.345266,-0.833056,10.219294,-0.176966,-0.000688,0.501426
05562,8657489,0.330325,-0.747423,10.259728,-0.175616,0.002684,0.504588
05563,8657514,0.371754,-0.752455,10.271989,-0.171530,0.010350,0.506602
05564,8657539,0.391565,-0.666984,10.324752,-0.166194,0.012874,0.504390
05565,8657564,0.350646,-0.553764,10.394305,-0.160018,0.020453,0.508099
05566,8657589,0.348697,-0.572450,10.447666,-0.151454,0.022575,0.508837
05567,8657614,0.350168,-0.474814,10.539341,-0.140683,0.025745,0.510850
05568,8657639,0.338878,-0.379485,10.596630,-0.134344,0.031076,0.512400
05569,8657664,0.312406,-0.315731,10.713830,-0.119784,0.036027,0.515335
05570,8657689,0.293331,-0.242472,10.789662,-0.107998,0.037665,0.513691
05571,8657714,0.301245,-0.193078,10.904352,-0.094755,0.039684,0.513662
05572,8657739,0.257480,-0.135596,11.053989,-0.083393,0.037699,0.517201
05573,8657764,0.309648,-0.121610,11.123830,-0.070725,0.043099,0.518627
05574,8657789,0.296137,-0.081547,11.240731,-0.054649,0.042256,0.523268
05575,8657814,0.335299,-0.082207,11.318984,-0.041696,0.044284,0.527091
05576,8657839,0.356789,-0.154863,11.373177,-0.027680,0.045089,0.528578
05577,8657864,0.363273,-0.144389,11.445826,-0.015008,0.045393,0.530387
05578,8657889,0.425177,-0.260757,11.447526,-0.000110,0.045807,0.532521
05579,8657914,0.449098,-0.243215,11.510975,0.012290,0.047483,0.534647
05580,8657939,0.435027,-0.266357,11.501012,0.025656,0.046637,0.537435
05581,8657964,0.458144,-0.349691,11.444637,0.039668,0.047001,0.536352
05582,8657989,0.467657,-0.344894,11.406375,0.047419,0.048896,0.540704
05583,8658014,0.461170,-0.382278,11.311851,0.062653,0.047744,0.539395
05584,8658039,0.469787,-0.410546,11.206577,0.071173,0.056214,0.541581
05585,8658064,0.462927,-0.333228,11.128586,0.074782,0.058114,0.544009
05586,8658089,0.406167,-0.328267,11.016766,0.079796,0.060160,0.543704
05587,8658114,0.408650,-0.317546,10.908284,0.083689,0.055785,0.544836
05588,8658139,0.362107,-0.272545,10.803469,0.083166,0.060494,0.549669
05589,8658164,0.319082,-0.264951,10.714582,0.082599,0.058825,0.551335
05590,8658189,0.307361,-0.273708,10.580781,0.078966,0.060137,0.554038
05591,8658214,0.314625,-0.263924,10.504796,0.075240,0.063399,0.557797
05592,8658239,0.292437,-0.341040,10.385422,0.066832,0.064712,0.561384
05593,8658264,0.250326,-0.402634,10.259440,0.058913,0.064550,0.561273
05594,8658289,0.231672,-0.395468,10.202665,0.050072,0.062092,0.565762
05595,8658314,0.187366,-0.488714,10.069437,0.046306,0.063985,0.565841
05596,8658339,0.155093,-0.550629,9.947932,0.035659,0.060495,0.567126
05597,8658364,0.136019,-0.613047,9.883555,0.027030,0.065152,0.565290
05598,8658389,0.140818,-0.679534,9.785228,0.020470,0.067180,0.567264
05599,8658414,0.072736,-0.708677,9.712668,0.015982,0.063152,0.567467
05600,8658439,0.063953,-0.789919,9.693040,0.008502,0.061098,0.569322
05601,8658464,0.025836,-0.806858,9.656818,0.005407,0.063459,0.572716
05602,8658489,0.009153,-0.867047,9.563880,0.003409,0.058178,0.570009
05603,8658514,-0.009540,-0.938311,9.574029,-0.001775,0.061695,0.572767
05604,8658539,0.008787,-0.967866,9.537672,-0.001866,0.062839,0.572202
05605,8658564,-0.020058,-1.017212,9.491682,0.000901,0.059902,0.571475
05606,8658589,-0.006358,-1.072305,9.463575,0.002202,0.055575,0.571207
05607,8658614,0.022753,-1.100871,9.420637,0.001676,0.056244,0.570151
05608,8658639,0.049171,-1.128167,9.411847,0.005578,0.054648,0.568726
05609,8658664,0.055921,-1.136209,9.370246,0.007398,0.054549,0.566006
05610,8658689,0.082696,-1.194144,9.339764,0.013154,0.057595,0.563557
05611,8658714,0.097444,-1.237830,9.358917,0.017441,0.057559,0.565135
05612,8658739,0.112557,-1.226736,9.363500,0.020950,0.048950,0.559399
05613,8658764,0.133189,-1.235486,9.355978,0.028213,0.048462,0.554026
05614,8658789,0.137586,-1.240714,9.368572,0.032010,0.043114,0.554375
05615,8658814,0.154238,-1.204874,9.410670,0.043430,0.042389,0.551923
05616,8658839,0.155135,-1.201627,9.433110,0.047665,0.037695,0.547638
05617,8658864,0.167753,-1.149409,9.457549,0.050645,0.032612,0.543521
05618,8658889,0.189077,-1.117273,9.497915,0.053325,0.029809,0.541150
05619,8658914,0.229361,-1.112924,9.510909,0.054231,0.023272,0.536580
05620,8658939,0.252888,-1.104579,9.591743,0.062985,0.016315,0.533498
05621,8658964,0.229036,-1.037274,9.665002,0.063015,0.011494,0.527697
05622,8658989,0.244432,-1.019556,9.746112,0.065506,0.005340,0.524306
05623,8659014,0.258880,-1.009174,9.811487,0.066578,0.006511,0.518695
05624,8659039,0.258579,-0.939221,9.883463,0.071868,-0.003868,0.516074
05625,8659064,0.266909,-0.913626,9.930617,0.070960,-0.008726,0.513031
05626,8659089,0.283342,-0.847963,9.985566,0.071587,-0.013311,0.511500
05627,8659114,0.261289,-0.816580,10.040110,0.070471,-0.020854,0.506755
05628,8659139,0.259539,-0.781521,10.085976,0.070933,-0.031400,0.506587
05629,8659164,0.240967,-0.753828,10.125095,0.068771,-0.035289,0.501979
05630,8659189,0.251573,-0.733939,10.176731,0.067290,-0.040953,0.496475
05631,8659214,0.223017,-0.693980,10.228176,0.065564,-0.050376,0.494855
05632,8659239,0.247212,-0.718560,10.268677,0.062785,-0.063922,0.493407
05633,8659264,0.210132,-0.690450,10.352362,0.064185,-0.070578,0.490018
05634,8659289,0.212617,-0.651012,10.417727,0.058591,-0.077686,0.487297
05635,8658588,NaN,NaN,NaN,NaN,NaN,NaN
05636,8659314,0.212024,-0.710847,10.446223,0.060839,-0.084251,0.487942
05637,8659339,0.210855,-0.616462,10.521647,0.058099,-0.093390,0.483009
05638,8659364,0.233386,-0.645886,10.469141,0.053623,-0.100519,0.479681
05639,8659389,0.233139,-0.623531,10.492071,0.051051,-0.107752,0.479921
05640,8659414,0.237465,-0.563418,10.503052,0.046273,-0.114775,0.479794
05641,8659439,0.271029,-0.575224,10.448903,0.047611,-0.118826,0.474439
05642,8659464,0.217903,-0.507277,10.437222,0.046847,-0.126140,0.470731
05643,8659489,0.238763,-0.467522,10.394462,0.039507,-0.132017,0.468060
05644,8659514,0.239445,-0.459998,10.352089,0.035275,-0.140712,0.468425
05645,8659539,0.258162,-0.409174,10.297722,0.031916,-0.142646,0.462364
05646,8659564,0.238335,-0.378477,10.220520,0.026593,-0.148635,0.461841
05647,8659589,0.187756,-0.389826,10.177442,0.016858,-0.152631,0.459123
05648,8659614,0.200572,-0.410608,10.087743,0.014437,-0.161639,0.459222
05649,8659639,0.203747,-0.402711,10.056793,0.011200,-0.167532,0.453063
05650,8659664,0.199372,-0.458104,10.000904,0.004668,-0.173880,0.453588
05651,8659689,0.195893,-0.510447,9.966473,-0.002164,-0.174749,0.447746
05652,8659714,0.177912,-0.538927,9.928395,-0.009763,-0.178352,0.447940
05653,8659739,0.146117,-0.633854,9.892682,-0.012280,-0.187732,0.444662
05654,8659764,0.149893,-0.705659,9.876609,-0.013645,-0.193623,0.440495
05655,8659789,0.121691,-0.767813,9.856343,-0.018688,-0.202571,0.437137
05656,8659814,0.120479,-0.845545,9.824825,-0.015596,-0.206809,0.434857
05657,8659839,0.131631,-0.924380,9.777138,-0.014302,-0.206868,0.434423
05658,8659864,0.115893,-0.984077,9.753376,-0.009032,-0.215118,0.427965
05659,8659889,0.124638,-1.047567,9.700231,-0.006701,-0.222135,0.423769
05660,8659914,0.109127,-1.084232,9.648267,-0.001225,-0.227433,0.420743
05661,8659939,0.087832,-1.120769,9.558636,0.004803,-0.231776,0.412295
05662,8659964,0.079246,-1.131794,9.547084,0.011546,-0.237517,0.405755
05663,8659989,0.093995,-1.184510,9.476806,0.020114,-0.242500,0.403263
05664,8660014,0.076274,-1.248758,9.439829,0.032034,-0.250700,0.395490
05665,8660039,0.105602,-1.261588,9.406095,0.039110,-0.253996,0.392523
05666,8660064,0.127955,-1.291230,9.352083,0.051899,-0.260869,0.384957
05667,8660089,0.111096,-1.243100,9.342848,0.060832,-0.262724,0.383002
05668,8660114,0.170493,-1.286264,9.240870,0.067083,-0.264680,0.374328
05669,8660139,0.195672,-1.267402,9.179268,0.077026,-0.267568,0.371585
05670,8660164,0.187340,-1.211250,9.116762,0.083765,-0.269456,0.365172
05671,8660189,0.239037,-1.238845,8.990940,0.088001,-0.271620,0.355762
05672,8660214,0.293489,-1.233302,8.947177,0.091570,-0.267980,0.353525
05673,8660239,0.319024,-1.205099,8.851329,0.097530,-0.271045,0.346849
05674,8660264,0.358314,-1.199650,8.790168,0.100640,-0.264993,0.339004
05675,8660289,0.400084,-1.127799,8.733575,0.103997,-0.260720,0.332186
05676,8660314,0.453015,-1.100448,8.657812,0.104793,-0.256988,0.325780
05677,8660339,0.471631,-1.025867,8.607827,0.103784,-0.249749,0.317629
05678,8660364,0.552726,-0.989303,8.552817,0.099558,-0.243516,0.312009
05679,8660389,0.565226,-0.922558,8.541911,0.096116,-0.234251,0.301873
05680,8660414,0.597679,-0.868951,8.518933,0.091473,-0.230755,0.298203
05681,8660439,0.632416,-0.815669,8.542378,0.082483,-0.218466,0.289971
05682,8660464,0.640393,-0.762665,8.563014,0.073207,-0.212137,0.279764
05683,8660489,0.656404,-0.681370,8.583535,0.066274,-0.198849,0.277627
05684,8660514,0.638262,-0.645735,8.686219,0.054812,-0.192896,0.271171
05685,8660539,0.630063,-0.612540,8.736835,0.045440,-0.183678,0.261306
05686,8660564,0.649675,-0.594938,8.770301,0.033250,-0.174901,0.258901
05687,8660589,0.647438,-0.556906,8.856106,0.026206,-0.169781,0.250373
05688,8660614,0.624096,-0.532148,8.919361,0.013434,-0.161400,0.250573
05689,8660639,0.639753,-0.591429,8.948275,0.003787,-0.157085,0.242300
05690,8660664,0.622989,-0.561615,9.000870,-0.006512,-0.152676,0.238328
05691,8660689,0.518272,-0.589926,9.076727,-0.012423,-0.151648,0.235041
05692,8660714,0.537274,-0.600429,9.170035,-0.023448,-0.146070,0.233383
05693,8660739,0.532597,-0.672090,9.224272,-0.027125,-0.144300,0.228398
05694,8660764,0.457415,-0.809359,9.116570,-0.024243,-0.137891,0.224886
05695,8660789,0.343913,-0.542772,9.361282,-0.031599,-0.136657,0.221535
05696,8660814,0.394759,-0.712363,9.367964,-0.034942,-0.135557,0.218915
05697,8660839,0.329553,-0.654865,9.389964,-0.035040,-0.125779,0.218103
