Gyr_X,Gyr_Y,Gyr_Z
0.422809,0.018642,-0.408128
0.441434,0.031324,-0.40338
0.45499,0.037537,-0.394945
0.468812,0.05018,-0.393273
0.477388,0.060955,-0.382301
0.493655,0.066205,-0.376943
0.503328,0.075058,-0.370303
0.508315,0.081674,-0.364274
0.513684,0.095802,-0.358345
0.529023,0.099888,-0.351569
0.536235,0.10642,-0.345129
0.538199,0.114929,-0.339943
0.542773,0.11976,-0.332961
0.545769,0.120913,-0.325377
0.546167,0.123409,-0.321028
0.547805,0.12197,-0.318956
0.540895,0.126367,-0.3123
0.537887,0.124707,-0.305426
0.533881,0.126971,-0.301825
0.525106,0.125765,-0.292273
0.515377,0.126483,-0.287491
0.508725,0.131486,-0.279997
0.501398,0.120496,-0.275561
0.490072,0.122578,-0.271025
0.477294,0.123472,-0.266503
0.464044,0.132243,-0.260218
0.452847,0.129648,-0.255412
0.443425,0.137021,-0.2481
0.426283,0.134499,-0.245081
0.411601,0.143539,-0.242704
0.397026,0.146047,-0.235274
0.380266,0.150538,-0.232568
0.370476,0.152827,-0.229162
0.34632,0.153912,-0.220817
0.332096,0.156737,-0.219011
0.315475,0.157519,-0.211345
0.298417,0.165252,-0.211133
0.282098,0.163306,-0.205769
0.262975,0.163247,-0.205201
0.247379,0.160676,-0.199184
0.231051,0.162306,-0.196964
0.216522,0.160854,-0.193575
0.194872,0.161148,-0.187041
0.181847,0.153749,-0.184669
0.167624,0.154331,-0.182524
0.146476,0.155216,-0.178908
0.132895,0.147162,-0.174558
0.116583,0.144517,-0.172079
0.097353,0.141143,-0.167857
0.083862,0.136096,-0.16478
0.070544,0.128073,-0.158393
0.053424,0.120538,-0.154141
0.038732,0.11147,-0.149073
0.024251,0.105997,-0.147322
0.009895,0.10184,-0.144273
-0.006998,0.098199,-0.142987
-0.022858,0.090494,-0.139418
-0.036713,0.085265,-0.139186
-0.054415,0.078519,-0.135739
-0.068854,0.073161,-0.133924
-0.084896,0.067077,-0.127599
-0.097583,0.063894,-0.128418
-0.108384,0.058746,-0.12833
-0.118017,0.055193,-0.131854
-0.13251,0.052901,-0.1316
-0.148191,0.049946,-0.132795
-0.161351,0.051001,-0.135235
-0.173834,0.04574,-0.140588
-0.193498,0.054344,-0.144465
-0.207098,0.058987,-0.146508
-0.222029,0.065214,-0.148205
-0.237863,0.063991,-0.151832
-0.248337,0.068746,-0.160098
-0.26429,0.064582,-0.169188
-0.27588,0.070762,-0.180502
-0.28103,0.067059,-0.196221
-0.287573,0.061058,-0.203151
-0.295772,0.057232,-0.200297
-0.304219,0.053691,-0.196746
-0.307418,0.047024,-0.185597
-0.314398,0.040881,-0.179258
-0.318842,0.0337,-0.175039
-0.322934,0.029898,-0.167452
-0.328858,0.019414,-0.162269
-0.327323,0.015584,-0.157218
-0.324994,0.004632,-0.157024
-0.330494,-0.004828,-0.160725
-0.33098,-0.004147,-0.162709
-0.332615,-0.00663,-0.168103
-0.33385,-0.013161,-0.176115
-0.329839,-0.015703,-0.180624
-0.330772,-0.022146,-0.180344
-0.329003,-0.021137,-0.175224
-0.322825,-0.018477,-0.159964
-0.318375,-0.025007,-0.150736
-0.312844,-0.023884,-0.129084
-0.308849,-0.020902,-0.117458
-0.295831,-0.019155,-0.106044
-0.289333,-0.019345,-0.089845
-0.278828,-0.01975,-0.074913
-0.268452,-0.01522,-0.065032
-0.262772,-0.014855,-0.053045
-0.252308,-0.003007,-0.039372
-0.23966,-0.002098,-0.030798
-0.229692,-0.000483,-0.021629
-0.221859,0.002373,-0.015128
-0.208326,0.007837,-0.005266
-0.196037,0.016514,0.004239
-0.187889,0.012317,0.011831
-0.178821,0.019612,0.02104
-0.167058,0.020572,0.031462
-0.154443,0.030547,0.045278
-0.149818,0.033528,0.058032
-0.144805,0.033347,0.070558
-0.131471,0.036251,0.084049
-0.128037,0.035927,0.095231
-0.117147,0.03679,0.105005
-0.106202,0.032515,0.122402
-0.098822,0.026738,0.135507
-0.086118,0.016218,0.152237
-0.074229,0.005337,0.169156
-0.064079,-0.0075,0.190645
-0.05821,-0.025778,0.206915
-0.045604,-0.041957,0.224649
-0.034754,-0.061089,0.245226
-0.02591,-0.082357,0.265106
-0.009058,-0.105752,0.288381
0.003117,-0.126411,0.304543
0.016228,-0.148799,0.32688
0.026218,-0.165044,0.351091
0.036892,-0.177953,0.369959
0.043546,-0.194892,0.386902
0.056586,-0.200507,0.406591
0.064809,-0.211756,0.418287
0.074536,-0.20736,0.436398
0.074805,-0.202075,0.451332
0.083027,-0.194184,0.460696
0.08572,-0.175682,0.469571
0.08594,-0.164029,0.477675
0.085454,-0.138035,0.483503
0.0783,-0.109211,0.483794
0.072847,-0.084886,0.483099
0.068348,-0.050518,0.476497
0.056801,-0.016336,0.465038
0.035153,0.024962,0.40671
0.019767,0.073557,0.27005
0.04699,0.096116,0.184054
0.055049,0.116035,0.196143
0.028405,0.139029,0.234447
0.018717,0.162885,0.264657
0.020828,0.185754,0.286197
0.032955,0.206813,0.302888
0.03197,0.225326,0.315211
0.030365,0.238568,0.323915
0.032324,0.24905,0.331012
0.038929,0.256712,0.323135
0.048734,0.260714,0.320067
0.051538,0.263367,0.315031
0.05186,0.260166,0.315129
0.056251,0.258041,0.305783
0.066749,0.250598,0.300825
0.074574,0.244053,0.288417
0.078083,0.234155,0.277967
0.081008,0.217495,0.264614
0.090865,0.206777,0.262878
0.100394,0.186003,0.255363
0.109311,0.169944,0.24771
0.117905,0.149717,0.242565
0.122327,0.137537,0.240328
0.128006,0.117866,0.239468
0.127608,0.101865,0.232755
0.12961,0.081315,0.233448
0.125314,0.071274,0.233053
0.122564,0.056212,0.232247
0.124038,0.047525,0.238337
0.120702,0.031733,0.237525
0.113123,0.021521,0.237166
0.108006,0.008854,0.241595
0.098077,-0.005086,0.243271
0.094488,-0.018209,0.248779
0.082087,-0.03026,0.250595
0.071631,-0.039677,0.255554
0.066938,-0.058095,0.262309
0.053891,-0.064254,0.264619
0.044238,-0.07858,0.270981
0.037228,-0.088315,0.279986
0.029141,-0.102733,0.284677
0.020237,-0.116654,0.288195
0.015513,-0.128978,0.2944
0.0041,-0.134884,0.302035
0.001701,-0.143078,0.30595
-0.007555,-0.155625,0.310258
-0.012076,-0.161871,0.318698
-0.019197,-0.163423,0.320926
-0.025482,-0.172976,0.325593
-0.03044,-0.176431,0.329054
-0.032325,-0.18418,0.332979
-0.036947,-0.187494,0.338603
-0.043178,-0.18978,0.33759
-0.039077,-0.195394,0.344608
-0.034866,-0.19356,0.340048
-0.032848,-0.204432,0.337485
-0.025396,-0.205132,0.330735
-0.018708,-0.20081,0.325037
-0.011376,-0.203486,0.314834
-0.0036,-0.205781,0.309511
0.009064,-0.20293,0.309818
0.011223,-0.205593,0.30377
0.020034,-0.198375,0.302004
0.024731,-0.192273,0.298455
0.035401,-0.187594,0.289392
0.036407,-0.178906,0.273528
0.039966,-0.174025,0.252322
0.05402,-0.174817,0.2311
0.076107,-0.176419,0.231128
0.08918,-0.173539,0.235958
0.09967,-0.16951,0.24359
0.113378,-0.160411,0.263227
0.126507,-0.161092,0.283251
0.131316,-0.158459,0.303774
0.140563,-0.154899,0.316942
0.151887,-0.154595,0.318494
0.167175,-0.154094,0.317601
0.179126,-0.15187,0.313184
0.190578,-0.140589,0.30869
0.195021,-0.141911,0.305813
0.203218,-0.134897,0.300067
0.208785,-0.129932,0.296871
0.213445,-0.126652,0.29792
0.212912,-0.116655,0.286325
0.212116,-0.110096,0.286084
0.213299,-0.102019,0.277526
0.211064,-0.092436,0.274525
0.206365,-0.087638,0.271661
0.205579,-0.07299,0.266808
0.199673,-0.061166,0.262018
0.193808,-0.052761,0.256336
0.189037,-0.040656,0.252288
0.174829,-0.028433,0.249328
0.165045,-0.019835,0.240139
0.158843,-0.005737,0.238162
0.148162,0.006766,0.238741
0.136762,0.019986,0.233193
0.126054,0.028957,0.228658
0.118241,0.036842,0.225414
0.105069,0.051335,0.222944
0.093312,0.060704,0.217388
0.082607,0.069784,0.21678
0.07421,0.083949,0.216582
0.068369,0.089879,0.210548
0.057685,0.096708,0.20778
0.047673,0.108632,0.204357
0.042386,0.112361,0.20253
0.034637,0.1228,0.194175
0.028212,0.123527,0.197386
0.023495,0.13447,0.191159
0.016595,0.138777,0.184945
0.013056,0.146245,0.187682
0.011427,0.153259,0.183006
0.007784,0.160766,0.176097
0.003012,0.169847,0.172959
-0.004452,0.176347,0.171273
-0.002606,0.185823,0.165508
-0.011306,0.190937,0.159004
-0.010011,0.19876,0.155751
-0.013672,0.198527,0.149059
-0.018029,0.20664,0.146053
-0.021681,0.209934,0.136488
-0.024472,0.214101,0.130414
-0.024606,0.213034,0.122093
-0.029878,0.213828,0.11441
-0.029145,0.211339,0.106312
-0.031184,0.211243,0.097024
-0.033516,0.206193,0.089874
-0.031738,0.20209,0.076205
-0.037436,0.2019,0.069522
-0.038983,0.200071,0.055864
-0.04479,0.196501,0.049239
-0.046821,0.198949,0.038711
-0.051829,0.196341,0.030013
-0.053623,0.204482,0.022795
-0.062789,0.200606,0.01398
-0.070143,0.208106,0.001132
-0.081137,0.212256,-0.01242
-0.088017,0.210337,-0.016361
-0.10061,0.220048,-0.022197
-0.107202,0.223906,-0.031942
-0.122811,0.234319,-0.042215
-0.136298,0.234861,-0.052451
-0.153463,0.239428,-0.062089
-0.166951,0.245003,-0.070652
-0.184736,0.250242,-0.077118
-0.200853,0.256143,-0.083496
-0.216497,0.263018,-0.090134
-0.227043,0.262214,-0.097287
-0.243147,0.264443,-0.103271
-0.257434,0.263938,-0.109549
-0.271417,0.265626,-0.109613
-0.280002,0.262391,-0.115132
-0.290418,0.263258,-0.117068
-0.299147,0.255867,-0.124952
-0.308616,0.249053,-0.126848
-0.311263,0.241444,-0.134568
-0.312647,0.233968,-0.132065
-0.318193,0.222316,-0.137945
-0.315993,0.208963,-0.138389
-0.317356,0.19478,-0.140846
-0.311299,0.187578,-0.141491
-0.308163,0.176124,-0.146998
-0.305681,0.166997,-0.150277
-0.298879,0.15808,-0.152235
-0.294794,0.149559,-0.153719
-0.29175,0.140271,-0.156641
-0.280549,0.13156,-0.155863
-0.279641,0.126859,-0.161636
-0.270385,0.126653,-0.161408
-0.258873,0.114822,-0.165138
-0.250471,0.11091,-0.167893
-0.242263,0.109609,-0.174896
-0.234479,0.101613,-0.179189
-0.218438,0.100773,-0.181566
-0.209497,0.098237,-0.188613
-0.196646,0.093821,-0.192374
-0.187084,0.088388,-0.201415
-0.172234,0.082388,-0.206052
-0.15787,0.074106,-0.211446
-0.146918,0.067615,-0.221463
-0.13022,0.05314,-0.227377
-0.11602,0.038146,-0.232124
-0.105362,0.03039,-0.239739
-0.091256,0.011598,-0.246453
-0.074515,0.001296,-0.252487
-0.060338,-0.013186,-0.260752
-0.047474,-0.022182,-0.266986
-0.03906,-0.031252,-0.274409
-0.027579,-0.041269,-0.278816
-0.014243,-0.046064,-0.279802
-0.004715,-0.052235,-0.290684
0.006858,-0.055999,-0.294361
0.021123,-0.061898,-0.30264
0.027096,-0.05964,-0.302485
0.033597,-0.065337,-0.304998
0.045481,-0.061482,-0.310427
0.05599,-0.066565,-0.3121
0.063928,-0.060728,-0.31393
0.067041,-0.054638,-0.314637
0.073447,-0.04919,-0.310962
0.081175,-0.041139,-0.312036
0.084754,-0.029539,-0.311348
0.082783,-0.015663,-0.308146
0.087527,-0.004771,-0.302508
0.08643,0.009008,-0.305524
0.079548,0.022458,-0.297309
0.057741,0.043143,-0.286764
0.039671,0.060091,-0.284632
0.030176,0.075986,-0.283927
0.028152,0.084903,-0.280216
0.043406,0.097176,-0.277023
0.054879,0.099774,-0.276469
0.062161,0.105671,-0.273615
0.057959,0.109776,-0.274302
0.057449,0.116586,-0.27605
0.053736,0.11769,-0.274405
0.058769,0.120013,-0.276329
0.066642,0.113068,-0.277798
0.073852,0.111067,-0.278434
0.085916,0.101929,-0.28089
0.096735,0.096747,-0.28674
0.107905,0.083993,-0.287811
0.112221,0.068332,-0.290063
0.111183,0.062174,-0.292225
0.09811,0.047638,-0.300622
0.085504,0.037644,-0.307077
0.073365,0.028596,-0.30745
0.064898,0.017167,-0.31157
0.055365,0.002397,-0.314689
0.044986,-0.019291,-0.319183
0.042411,-0.033453,-0.322236
0.043371,-0.048228,-0.321954
0.038392,-0.064692,-0.324635
0.033756,-0.081809,-0.321971
0.027124,-0.092274,-0.322534
0.01082,-0.101396,-0.32353
-0.009061,-0.110903,-0.318713
-0.021625,-0.116055,-0.315858
-0.036031,-0.118774,-0.314504
-0.045739,-0.127207,-0.310685
-0.058886,-0.133392,-0.309515
-0.068767,-0.133753,-0.304466
-0.080939,-0.141267,-0.296432
-0.093617,-0.148158,-0.292572
-0.105952,-0.150818,-0.285317
-0.115141,-0.155973,-0.281069
-0.12669,-0.163963,-0.273138
-0.138931,-0.168563,-0.268267
-0.1478,-0.17141,-0.262086
-0.152464,-0.182931,-0.254945
-0.160874,-0.189669,-0.252229
-0.163707,-0.201096,-0.248213
-0.169206,-0.21376,-0.240089
-0.173685,-0.226182,-0.233634
-0.178222,-0.239666,-0.229709
-0.179721,-0.244838,-0.228761
-0.180295,-0.259224,-0.224708
-0.173506,-0.275222,-0.221904
-0.171719,-0.280416,-0.216132
-0.16892,-0.290346,-0.214547
-0.162642,-0.30131,-0.217159
-0.157559,-0.306203,-0.217506
-0.153156,-0.315756,-0.220725
-0.138138,-0.32125,-0.221786
-0.132395,-0.331302,-0.226671
-0.119372,-0.336154,-0.228192
-0.108495,-0.333357,-0.239119
-0.098081,-0.335428,-0.246502
-0.08675,-0.330633,-0.25391
-0.076044,-0.329028,-0.261906
-0.070769,-0.324814,-0.272429
-0.058071,-0.314209,-0.285232
-0.052641,-0.309943,-0.29825
-0.042655,-0.301087,-0.314611
-0.034091,-0.288928,-0.334425
-0.022019,-0.279075,-0.356907
-0.011821,-0.26141,-0.371854
-0.002454,-0.250971,-0.383841
0.005022,-0.23711,-0.39342
0.0151,-0.223185,-0.396206
0.027461,-0.202368,-0.40832
0.042815,-0.188631,-0.415505
0.048286,-0.171153,-0.421199
0.056178,-0.154316,-0.429922
0.065514,-0.136194,-0.439723
0.077833,-0.118826,-0.451702
0.085346,-0.107247,-0.456709
0.093856,-0.092936,-0.466038
0.100324,-0.0792,-0.47299
0.110524,-0.065508,-0.485362
0.116473,-0.05727,-0.489263
0.125537,-0.040416,-0.499468
0.131863,-0.032583,-0.502475
0.142559,-0.027584,-0.50378
0.141463,-0.022365,-0.506596
0.147217,-0.015637,-0.505631
0.15221,-0.011857,-0.50929
0.154119,-0.008108,-0.509761
0.162216,-0.002462,-0.506966
0.163385,-0.002874,-0.504915
0.152887,-0.006017,-0.498834
0.154602,-0.019485,-0.499086
0.149576,-0.004999,-0.491709
0.148413,-0.001135,-0.484207
0.146426,0.01666,-0.479178
0.14646,0.021342,-0.470485
0.136182,0.010658,-0.460586
0.130921,0.000697,-0.458492
0.129823,0.021418,-0.452811
0.117371,0.032406,-0.444551
0.113011,0.032984,-0.4383
0.105592,0.021365,-0.427263
0.084545,0.011212,-0.417355
0.074264,0.023014,-0.410239
0.070225,0.035099,-0.400028
0.068928,0.03412,-0.388281
0.058206,0.031919,-0.379968
0.046838,0.032554,-0.37463
0.033958,0.030842,-0.370322
0.00767,0.037386,-0.386821
-0.027962,0.044411,-0.429472
-0.045474,0.044658,-0.491685
-0.046314,0.046407,-0.524874
-0.049841,0.051292,-0.520666
-0.059782,0.051481,-0.499961
-0.068344,0.054175,-0.476792
-0.07613,0.048818,-0.448325
-0.076997,0.044707,-0.424999
-0.081457,0.046945,-0.39794
-0.079285,0.043941,-0.380825
-0.075093,0.043026,-0.363344
-0.078683,0.037051,-0.354484
-0.082645,0.034314,-0.349125
-0.080013,0.03339,-0.341819
-0.086838,0.035455,-0.334257
-0.084364,0.02891,-0.336263
-0.086018,0.028228,-0.337306
-0.088227,0.025903,-0.330147
-0.09051,0.027951,-0.319551
-0.092198,0.03107,-0.313605
-0.093377,0.035001,-0.314261
-0.089687,0.033606,-0.302209
-0.0889,0.033865,-0.289379
-0.094588,0.037559,-0.27515
-0.095347,0.041538,-0.262494
-0.094493,0.049395,-0.250913
-0.102577,0.059035,-0.243621
-0.103392,0.055223,-0.231731
-0.093526,0.052016,-0.225109
-0.104076,0.054037,-0.216644
-0.109254,0.058263,-0.202473
-0.104965,0.060133,-0.193261
-0.107819,0.064536,-0.187857
-0.11182,0.064034,-0.183217
-0.114056,0.067512,-0.176437
-0.116111,0.075779,-0.171867
-0.116609,0.079375,-0.165302
-0.121978,0.086673,-0.162564
-0.126305,0.09312,-0.15742
-0.130856,0.101364,-0.155741
-0.137028,0.108144,-0.152844
-0.144821,0.115516,-0.153828
-0.153345,0.124855,-0.162329
-0.165503,0.131642,-0.165996
-0.176175,0.137519,-0.173929
-0.183103,0.148409,-0.180617
-0.19758,0.156153,-0.191276
-0.207311,0.161815,-0.203516
-0.21271,0.165879,-0.203055
-0.223561,0.170053,-0.211738
-0.226623,0.168108,-0.212127
-0.237323,0.168336,-0.206713
-0.238284,0.16991,-0.200376
-0.243433,0.165816,-0.200081
-0.24292,0.157125,-0.194503
-0.24973,0.152235,-0.188866
-0.25198,0.139362,-0.182129
-0.251091,0.132721,-0.182696
-0.250961,0.120267,-0.18314
-0.249213,0.103243,-0.180218
-0.251049,0.086597,-0.177258
-0.249118,0.071978,-0.181961
-0.245816,0.059576,-0.182095
-0.241232,0.045394,-0.185072
-0.24098,0.036278,-0.189188
-0.237805,0.025659,-0.19325
-0.230254,0.015443,-0.19626
-0.226718,0.003809,-0.193015
-0.220212,-0.001232,-0.196446
-0.219876,-0.001855,-0.194296
-0.217611,-0.00497,-0.19702
-0.207786,-0.002962,-0.19583
-0.202699,-0.002728,-0.191921
-0.200288,0.002318,-0.188598
-0.195788,0.011482,-0.18125
-0.184102,0.015762,-0.180602
-0.179,0.026273,-0.17328
-0.172085,0.031132,-0.168824
-0.161752,0.042448,-0.162283
-0.151341,0.05217,-0.156446
-0.131924,0.060893,-0.149317
-0.122496,0.071149,-0.141981
-0.106122,0.075508,-0.139357
-0.093581,0.080899,-0.129822
-0.07398,0.090387,-0.116181
-0.054254,0.094906,-0.114298
-0.038794,0.101522,-0.106388
-0.020011,0.106112,-0.097269
0.002294,0.107818,-0.089271
0.025738,0.108244,-0.083292
0.044502,0.110265,-0.071575
0.060935,0.108551,-0.058946
0.079865,0.101268,-0.050966
0.10215,0.099524,-0.040308
0.116307,0.098599,-0.027943
0.138848,0.100168,-0.019066
0.147427,0.099727,-0.013702
0.140084,0.100739,0.000647
0.093866,0.121196,0.013281
0.02047,0.150836,0.020462
-0.059357,0.184961,0.027893
-0.141442,0.216436,0.03496
-0.211076,0.2419,0.04844
-0.26561,0.269926,0.054049
-0.292107,0.295236,0.065913
-0.3006,0.30408,0.075584
-0.267769,0.309884,0.07975
-0.030343,0.238947,0.07604
0.349223,0.128115,0.063442
0.412262,0.112223,0.095917
0.25029,0.155864,0.098205
0.190199,0.184155,0.095404
0.265583,0.181708,0.08899
0.31688,0.17781,0.08743
0.301798,0.192744,0.088427
0.293443,0.211176,0.081081
0.297124,0.219177,0.075112
0.292712,0.230596,0.057539
0.290633,0.243857,0.046783
0.286622,0.253198,0.033147
0.288456,0.262327,0.02008
0.282905,0.266311,0.005188
0.279816,0.271941,-0.010501
0.276526,0.277253,-0.02557
0.273683,0.281242,-0.040287
0.275951,0.276554,-0.051007
0.26261,0.282948,-0.066026
0.255708,0.281245,-0.079128
0.249188,0.275209,-0.087671
0.245621,0.26658,-0.093511
0.246475,0.252227,-0.098081
0.257041,0.240233,-0.103913
0.265976,0.223329,-0.10682
0.284033,0.212581,-0.110006
0.304825,0.191858,-0.11346
0.325277,0.178655,-0.117339
0.348244,0.148346,-0.114012
0.378364,0.123025,-0.116424
0.391796,0.098202,-0.109762
0.334946,0.076725,-0.108656
0.269381,0.071626,-0.109643
0.280076,0.033224,-0.107786
0.313071,-0.002074,-0.100863
0.317722,-0.02165,-0.09928
0.294443,-0.033203,-0.088452
0.281417,-0.04703,-0.085127
0.283054,-0.080262,-0.080785
0.292351,-0.10796,-0.07825
0.315011,-0.129543,-0.071098
0.342705,-0.158596,-0.063233
0.379545,-0.197436,-0.054057
0.42861,-0.238018,-0.051849
0.476921,-0.269526,-0.043425
0.524647,-0.302994,-0.040713
0.571268,-0.329024,-0.02899
0.616761,-0.360969,-0.02846
0.653725,-0.392637,-0.023726
0.684529,-0.41467,-0.021212
0.683443,-0.428984,-0.018609
0.312445,-0.317287,-0.023721
-0.048868,-0.228818,-0.016342
0.046354,-0.238337,-0.011219
0.107238,-0.277972,-0.012389
0.07235,-0.27381,-0.013681
0.04713,-0.268382,-0.012963
0.038145,-0.26736,-0.011177
0.02527,-0.271511,-0.013067
0.013695,-0.277118,-0.018775
0.024309,-0.270018,-0.01868
0.011369,-0.268146,-0.018916
0.002193,-0.274731,-0.02133
0.004383,-0.269073,-0.024775
0.002759,-0.26418,-0.025529
0.006331,-0.258364,-0.028932
0.002926,-0.256738,-0.027993
0.002935,-0.254412,-0.028531
0.009737,-0.250551,-0.03203
0.010892,-0.244224,-0.033318
0.019228,-0.239381,-0.037967
0.022406,-0.237913,-0.034985
0.027127,-0.230637,-0.037682
0.031444,-0.225145,-0.041437
0.038182,-0.225262,-0.0393
0.041807,-0.216503,-0.044507
0.047392,-0.211129,-0.046937
0.056361,-0.208768,-0.048226
0.062238,-0.20501,-0.048815
0.065877,-0.199957,-0.051743
0.067516,-0.190574,-0.056216
0.07064,-0.190337,-0.057407
0.075556,-0.184922,-0.060514
0.081369,-0.17847,-0.062576
0.084569,-0.172938,-0.063454
0.085639,-0.16652,-0.066836
0.085597,-0.152111,-0.071433
0.089925,-0.141956,-0.077139
0.090035,-0.134008,-0.075088
0.089296,-0.122596,-0.077933
0.08084,-0.109994,-0.082137
0.076879,-0.098258,-0.084025
0.068551,-0.086716,-0.084084
0.062668,-0.075841,-0.086746
0.054748,-0.064057,-0.088648
0.043652,-0.059831,-0.08646
0.033902,-0.050458,-0.083779
0.031311,-0.0439,-0.084993
0.023631,-0.035757,-0.082067
0.011017,-0.028545,-0.080752
-0.000866,-0.022657,-0.079578
-0.010861,-0.015762,-0.0792
-0.023073,-0.003149,-0.074957
-0.033593,0.001214,-0.074612
-0.041847,0.000381,-0.073726
-0.053802,0.01025,-0.068782
-0.058754,0.016638,-0.068088
-0.073193,0.020543,-0.066373
-0.084396,0.025963,-0.064163
-0.086303,0.025894,-0.062358
-0.096121,0.030442,-0.06012
-0.107896,0.034783,-0.05576
-0.118713,0.033166,-0.060007
-0.125173,0.033583,-0.058626
-0.131147,0.037999,-0.053495
-0.136514,0.037361,-0.057858
-0.148883,0.03817,-0.056282
-0.151643,0.042415,-0.057334
-0.15716,0.039688,-0.058018
-0.161822,0.039374,-0.0599
-0.170469,0.036069,-0.061335
-0.178166,0.037234,-0.064754
-0.172244,0.040898,-0.062603
-0.178479,0.033889,-0.068969
-0.183745,0.032558,-0.069435
-0.184493,0.023643,-0.071543
-0.186706,0.027274,-0.076634
-0.184475,0.029018,-0.080803
-0.18342,0.026893,-0.081724
-0.182638,0.025249,-0.085889
-0.180478,0.028753,-0.089276
-0.175928,0.029557,-0.097041
-0.176661,0.03467,-0.104293
-0.174835,0.0356,-0.106984
-0.176585,0.038024,-0.108953
-0.176321,0.041609,-0.121294
-0.175807,0.043706,-0.123899
-0.16938,0.049902,-0.133722
-0.175479,0.05048,-0.134557
-0.171135,0.053627,-0.14306
-0.166637,0.05647,-0.144485
-0.164339,0.061486,-0.158378
-0.162675,0.065199,-0.162849
-0.161266,0.06877,-0.172368
-0.159198,0.07572,-0.176291
-0.151886,0.074447,-0.186273
-0.156559,0.075117,-0.191419
-0.155532,0.078373,-0.198218
-0.160338,0.080464,-0.203899
-0.154057,0.084763,-0.212824
-0.150834,0.084683,-0.218391
-0.150108,0.082356,-0.224255
-0.150676,0.080463,-0.231068
-0.146225,0.083018,-0.234136
-0.13978,0.084976,-0.23887
-0.143436,0.08286,-0.244324
-0.137459,0.085927,-0.250889
-0.132971,0.093424,-0.252083
-0.126597,0.100861,-0.255096
-0.124836,0.104972,-0.261231
-0.118729,0.112853,-0.267385
-0.112021,0.122274,-0.26885
-0.11342,0.131603,-0.275318
-0.104727,0.141609,-0.279431
-0.099452,0.153733,-0.283818
-0.098245,0.163835,-0.289299
-0.096421,0.175404,-0.294691
-0.088786,0.185981,-0.297183
-0.088155,0.191986,-0.303163
-0.082061,0.209802,-0.309683
-0.082257,0.220228,-0.311354
-0.077841,0.226962,-0.314188
-0.070055,0.236056,-0.319439
-0.069258,0.245009,-0.322381
-0.066549,0.255054,-0.327671
-0.062256,0.266532,-0.329867
-0.062847,0.276632,-0.330496
-0.055826,0.285297,-0.332825
-0.057912,0.298234,-0.334953
-0.049695,0.302795,-0.340945
-0.043993,0.313189,-0.3417
-0.035742,0.319444,-0.343943
-0.027573,0.320674,-0.346702
-0.023064,0.327753,-0.348641
-0.021112,0.331692,-0.3508
-0.009179,0.326753,-0.352699
-0.000596,0.320856,-0.350523
0.006147,0.317755,-0.356782
0.013454,0.305454,-0.358476
0.019974,0.295547,-0.356746
0.026632,0.280578,-0.361504
0.030761,0.262562,-0.362502
0.033022,0.246011,-0.362834
0.039835,0.224771,-0.366296
0.044567,0.203363,-0.367521
0.050185,0.174759,-0.375034
0.057759,0.148701,-0.377931
0.059798,0.12598,-0.37757
0.060702,0.100172,-0.380942
0.058801,0.078715,-0.384386
0.058723,0.056007,-0.386545
0.05571,0.039396,-0.39254
0.053296,0.027614,-0.392145
0.049796,0.009266,-0.393987
0.048446,-0.002591,-0.390467
0.039626,-0.015369,-0.390272
0.033722,-0.017899,-0.387888
0.02671,-0.014506,-0.381988
0.017541,-0.014834,-0.378254
0.014909,-0.013854,-0.37142
0.005131,0.00019,-0.363293
-0.005692,0.012181,-0.355478
-0.023212,0.030363,-0.348388
-0.035858,0.051705,-0.334568
-0.048898,0.075499,-0.327653
-0.064933,0.096988,-0.316626
-0.067785,0.120286,-0.30842
-0.078042,0.137747,-0.295311
-0.081444,0.158825,-0.285606
-0.086792,0.180721,-0.276215
-0.093016,0.194366,-0.268911
-0.091557,0.211253,-0.255845
-0.086826,0.224102,-0.255758
-0.083028,0.234955,-0.243171
-0.079018,0.240279,-0.238489
-0.075354,0.243972,-0.230092
-0.071955,0.242176,-0.224896
-0.061256,0.234889,-0.22435
-0.046282,0.225874,-0.223652
-0.042291,0.208981,-0.2205
-0.021,0.188703,-0.219359
-0.008602,0.160069,-0.224999
0.003152,0.131894,-0.231399
0.015282,0.099299,-0.234307
0.033847,0.066697,-0.241512
0.047468,0.026669,-0.246435
0.060423,-0.008713,-0.258641
0.071649,-0.047076,-0.264765
0.075861,-0.081396,-0.274745
0.086731,-0.112294,-0.284986
0.085574,-0.144365,-0.295994
0.090025,-0.172661,-0.305252
0.087535,-0.196433,-0.311951
0.087269,-0.213458,-0.321001
0.076378,-0.231242,-0.332139
0.069667,-0.245962,-0.339624
0.057503,-0.257009,-0.346448
0.050231,-0.267987,-0.356425
0.041305,-0.286514,-0.361723
0.026958,-0.289598,-0.363474
0.018179,-0.299278,-0.367308
0.004534,-0.300197,-0.37165
-0.01162,-0.312617,-0.37151
-0.026362,-0.321558,-0.373285
-0.047018,-0.323695,-0.371836
-0.05969,-0.327057,-0.369693
-0.071263,-0.338978,-0.36481
-0.085866,-0.343865,-0.360973
-0.102097,-0.354287,-0.353789
-0.117865,-0.357129,-0.34803
-0.131895,-0.364344,-0.339703
-0.141259,-0.377795,-0.331773
-0.149216,-0.382081,-0.326501
-0.161183,-0.384408,-0.315543
-0.16813,-0.387853,-0.302973
