Longitude,Latitude,Height,VelocityN,VelocityE,VelocityD
116.3202574,40.0085249,38612.0,915.0,836.0,89.0
116.3202599,40.0085272,38563.0,1046.0,791.0,84.0
116.3202622,40.0085294,38588.0,934.0,736.0,101.0
116.3202646,40.008532,38716.0,1000.0,747.0,64.0
116.3202666,40.0085344,38762.0,1015.0,616.0,59.0
116.3202686,40.008537,38818.0,1075.0,623.0,42.0
116.3202707,40.008539,38873.0,888.0,652.0,35.0
116.3202736,40.0085411,38810.0,922.0,905.0,54.0
116.3202758,40.0085431,38803.0,936.0,733.0,39.0
116.3202776,40.0085452,38664.0,958.0,644.0,93.0
116.320279,40.0085474,38562.0,1015.0,461.0,91.0
116.3202806,40.0085504,38667.0,1162.0,509.0,101.0
116.3202817,40.008553,38836.0,1081.0,307.0,42.0
116.3202819,40.0085558,38824.0,1180.0,67.0,77.0
116.3202818,40.0085584,38827.0,1126.0,-108.0,47.0
116.3202814,40.0085612,38826.0,1176.0,-173.0,75.0
116.320281,40.0085642,38935.0,1211.0,-231.0,36.0
116.3202801,40.0085669,38961.0,1088.0,-339.0,49.0
116.3202786,40.0085699,39037.0,1208.0,-595.0,23.0
116.3202773,40.0085727,39114.0,1089.0,-542.0,35.0
116.3202756,40.0085756,39098.0,1167.0,-682.0,63.0
116.3202738,40.0085778,39118.0,947.0,-762.0,48.0
116.3202717,40.0085802,39132.0,975.0,-807.0,56.0
116.3202694,40.008582,39235.0,758.0,-815.0,18.0
116.320267,40.0085842,39203.0,909.0,-862.0,63.0
116.3202644,40.008586,39268.0,763.0,-932.0,12.0
116.3202616,40.0085875,39203.0,693.0,-972.0,29.0
116.3202579,40.0085887,39139.0,623.0,-1255.0,16.0
116.320255,40.0085898,39083.0,494.0,-1054.0,49.0
116.3202515,40.008591,39224.0,482.0,-1242.0,-19.0
116.3202483,40.0085918,39155.0,432.0,-1128.0,10.0
116.3202448,40.0085926,39328.0,285.0,-1259.0,-54.0
116.3202419,40.0085934,39252.0,326.0,-1067.0,0.0
116.3202382,40.0085945,39230.0,471.0,-1285.0,4.0
116.3202353,40.0085952,39182.0,367.0,-1034.0,22.0
116.3202314,40.0085959,39223.0,294.0,-1323.0,14.0
116.3202283,40.0085965,39138.0,318.0,-1085.0,26.0
116.3202249,40.0085974,39045.0,421.0,-1139.0,93.0
116.3202216,40.008598,39062.0,307.0,-1149.0,47.0
116.3202179,40.0085985,39051.0,267.0,-1247.0,63.0
116.320214,40.0085989,39032.0,254.0,-1303.0,26.0
116.3202103,40.0085996,38932.0,332.0,-1246.0,65.0
116.3202065,40.0086003,38861.0,347.0,-1287.0,56.0
116.3202029,40.0086011,38845.0,387.0,-1270.0,53.0
116.320199,40.0086019,38764.0,380.0,-1325.0,47.0
116.3201957,40.0086029,38644.0,461.0,-1119.0,75.0
116.3201919,40.0086042,38684.0,599.0,-1323.0,26.0
116.3201887,40.0086048,38604.0,329.0,-1174.0,5.0
116.3201847,40.0086056,38517.0,357.0,-1353.0,17.0
116.3201814,40.0086061,38397.0,323.0,-1121.0,32.0
116.3201779,40.008607,38406.0,378.0,-1211.0,34.0
116.3201744,40.0086075,38229.0,347.0,-1169.0,33.0
116.320171,40.0086082,38123.0,339.0,-1132.0,49.0
116.3201676,40.0086089,38130.0,299.0,-1158.0,9.0
116.3201643,40.0086097,37945.0,369.0,-1089.0,89.0
116.320161,40.0086102,37938.0,241.0,-1149.0,28.0
116.3201577,40.0086102,37779.0,81.0,-1111.0,69.0
116.320154,40.0086099,37766.0,-120.0,-1255.0,28.0
116.3201507,40.0086097,37629.0,-70.0,-1121.0,68.0
116.3201468,40.0086094,37554.0,-133.0,-1270.0,72.0
116.3201436,40.008609,37510.0,-189.0,-1113.0,54.0
116.3201399,40.0086083,37438.0,-309.0,-1238.0,66.0
116.3201366,40.0086077,37399.0,-274.0,-1136.0,43.0
116.3201331,40.0086075,37346.0,-137.0,-1157.0,79.0
116.3201296,40.008607,37367.0,-255.0,-1199.0,39.0
116.3201261,40.0086065,37356.0,-243.0,-1166.0,31.0
116.3201227,40.0086059,37358.0,-280.0,-1192.0,-2.0
116.3201194,40.0086057,37263.0,-153.0,-1110.0,67.0
116.3201156,40.0086056,37334.0,-67.0,-1262.0,18.0
116.3201124,40.0086055,37292.0,-90.0,-1087.0,45.0
116.3201087,40.0086051,37372.0,-201.0,-1244.0,-6.0
116.3201056,40.0086051,37347.0,-57.0,-1058.0,27.0
116.3201018,40.0086052,37287.0,53.0,-1262.0,34.0
116.3200988,40.008605,37296.0,-110.0,-1060.0,19.0
116.3200951,40.0086047,37245.0,-147.0,-1214.0,54.0
116.3200915,40.0086045,37209.0,-95.0,-1232.0,52.0
116.3200881,40.0086045,37124.0,-44.0,-1145.0,111.0
116.3200844,40.0086041,37161.0,-135.0,-1243.0,54.0
116.3200808,40.0086036,37111.0,-219.0,-1227.0,81.0
116.3200771,40.0086029,37107.0,-347.0,-1246.0,56.0
116.3200738,40.0086029,37097.0,-35.0,-1122.0,78.0
116.3200701,40.0086023,37103.0,-239.0,-1276.0,53.0
116.3200671,40.0086021,37131.0,-125.0,-1080.0,39.0
116.3200639,40.0086016,37070.0,-239.0,-1127.0,34.0
116.3200611,40.0086013,36961.0,-134.0,-960.0,66.0
116.3200581,40.0086013,36993.0,-83.0,-1039.0,61.0
116.3200555,40.0086011,37021.0,-162.0,-938.0,31.0
116.320053,40.0086005,37014.0,-285.0,-874.0,54.0
116.3200509,40.0085999,37055.0,-310.0,-752.0,25.0
116.3200489,40.0085996,37126.0,-212.0,-714.0,21.0
