Acc_X,Acc_Y,Acc_Z
0.206243,-0.20534,9.773833
0.219052,-0.230273,9.752091
0.151436,-0.194853,9.774406
0.136249,-0.19374,9.765154
0.114322,-0.209575,9.740525
0.088868,-0.224402,9.708028
0.072598,-0.235102,9.719616
0.022434,-0.19855,9.718754
0.051254,-0.226635,9.725122
0.033252,-0.211932,9.768228
0.026773,-0.27935,9.734135
0.038277,-0.244562,9.813863
-0.003488,-0.229824,9.822776
0.027863,-0.275817,9.789831
0.034813,-0.263715,9.818513
0.07561,-0.252858,9.84629
0.044732,-0.281256,9.88005
0.041407,-0.240835,9.89619
0.054247,-0.243154,9.880264
0.040559,-0.29461,9.858616
0.060837,-0.290393,9.841428
0.039747,-0.254706,9.870251
0.040192,-0.278595,9.799773
0.037067,-0.29802,9.794695
0.037615,-0.294468,9.779651
-0.001782,-0.286533,9.731298
0.016238,-0.227413,9.695319
0.018646,-0.244679,9.663252
0.014833,-0.286056,9.646969
-0.007412,-0.260927,9.673338
-0.009531,-0.194181,9.672621
0.043822,-0.195673,9.658507
0.076675,-0.224219,9.674266
0.056166,-0.213701,9.681085
0.045116,-0.199113,9.70271
0.063682,-0.184614,9.690193
0.045483,-0.178635,9.686758
0.044482,-0.210723,9.659054
0.063075,-0.187553,9.693554
0.079847,-0.180729,9.71885
0.092599,-0.18056,9.737543
0.088163,-0.17302,9.752038
0.075828,-0.199671,9.765651
0.133235,-0.164198,9.738162
0.168906,-0.173729,9.822992
0.144863,-0.170609,9.869627
0.141078,-0.225002,9.847717
0.148754,-0.179632,9.884622
0.180866,-0.190016,9.868266
0.223362,-0.241946,9.866192
0.260278,-0.174999,9.930018
0.225786,-0.184086,9.90665
0.251993,-0.19191,9.877183
0.253911,-0.132473,9.900905
0.259948,-0.13838,9.800886
0.271286,-0.160367,9.786985
0.222787,-0.124379,9.789775
0.231547,-0.164831,9.758088
0.221309,-0.148541,9.76021
0.212812,-0.159609,9.785387
0.173849,-0.148628,9.790585
0.17701,-0.136921,9.758877
0.181323,-0.150009,9.770271
0.173553,-0.16282,9.765669
0.191038,-0.239501,9.775326
0.16313,-0.214674,9.829662
0.160326,-0.226444,9.771917
0.187006,-0.25317,9.768818
0.186725,-0.248486,9.779546
0.18549,-0.273114,9.786389
0.193261,-0.251622,9.800432
0.214541,-0.28277,9.789702
0.230626,-0.301741,9.808538
0.225254,-0.330272,9.816525
0.246875,-0.319367,9.826227
0.244324,-0.304138,9.824584
0.266314,-0.363404,9.829805
0.263119,-0.330327,9.843919
0.254312,-0.352196,9.840317
0.280331,-0.307439,9.80608
0.244099,-0.307376,9.8113
0.274033,-0.349068,9.768337
0.279548,-0.330893,9.824868
0.249195,-0.331161,9.828419
0.203061,-0.297022,9.791061
0.209759,-0.274799,9.770864
0.185059,-0.33529,9.72876
0.173535,-0.304196,9.736295
0.160947,-0.290627,9.776754
0.122186,-0.282685,9.768887
0.098755,-0.334022,9.758922
0.058552,-0.34117,9.765219
0.041705,-0.276024,9.713029
0.108882,-0.352183,9.683247
0.004477,-0.335453,9.815621
0.031117,-0.330885,9.708975
0.0846,-0.338146,9.734915
0.047789,-0.311532,9.778713
0.103705,-0.318158,9.75351
0.079692,-0.339868,9.781668
0.097303,-0.320706,9.795019
0.123528,-0.370642,9.772535
0.095777,-0.379731,9.752869
0.118042,-0.354104,9.732219
0.124958,-0.40423,9.704348
0.164938,-0.416433,9.715314
0.169296,-0.400166,9.706971
0.155721,-0.427762,9.675333
0.185033,-0.430577,9.693452
0.19209,-0.421847,9.689829
0.181282,-0.433261,9.642644
0.254727,-0.426562,9.653325
0.267362,-0.4179,9.708065
0.243114,-0.458591,9.719821
0.235761,-0.405399,9.722564
0.225682,-0.410262,9.703679
0.205682,-0.422602,9.710998
0.20441,-0.413313,9.721681
0.18792,-0.39856,9.743664
0.173977,-0.37585,9.771343
0.183032,-0.411908,9.801598
0.109464,-0.382025,9.852981
0.09524,-0.368043,9.83319
0.105504,-0.36271,9.8783
0.09344,-0.336225,9.885667
0.082838,-0.385098,9.863782
0.037991,-0.354733,9.912253
0.073781,-0.358411,9.885741
0.086781,-0.37613,9.862876
0.122181,-0.351187,9.863784
0.086865,-0.391682,9.860114
0.104436,-0.370728,9.846476
0.14854,-0.376329,9.833767
0.161602,-0.363029,9.818533
0.218935,-0.403834,9.786395
0.267792,-0.405221,9.78799
0.250701,-0.3952,9.790068
0.305639,-0.426565,9.763628
0.298691,-0.406421,9.776407
0.336661,-0.442008,9.736283
0.341707,-0.480356,9.738599
0.337451,-0.419472,9.775387
0.383085,-0.487901,9.758008
0.387942,-0.47154,9.773815
0.412419,-0.488565,9.778345
0.402867,-0.517704,9.761683
0.442017,-0.532745,9.715833
0.461846,-0.47828,9.752786
0.444831,-0.547093,9.753293
0.391831,-0.517778,9.778493
0.294559,-0.445209,9.763802
0.340116,-0.458013,9.671626
0.382036,-0.548521,9.694783
0.349077,-0.47765,9.814541
0.280263,-0.488298,9.781613
0.255229,-0.447743,9.769953
0.202422,-0.489813,9.726342
0.212052,-0.550056,9.637247
0.281557,-0.475957,9.737884
0.222538,-0.493747,9.764591
0.13848,-0.429004,9.736929
0.150336,-0.439657,9.614475
0.251818,-0.511615,9.582172
0.261493,-0.460778,9.637079
0.310108,-0.478741,9.684813
0.219491,-0.382331,9.735808
0.262079,-0.447628,9.621606
0.272242,-0.401792,9.663163
0.25467,-0.430221,9.622176
0.280228,-0.358863,9.652291
0.257599,-0.390747,9.697063
0.216538,-0.416359,9.721741
0.245577,-0.445913,9.697829
0.232876,-0.378086,9.738333
0.198868,-0.385798,9.73602
0.204526,-0.442752,9.724887
0.193901,-0.448696,9.792028
0.125735,-0.41529,9.82116
0.097196,-0.421583,9.798464
0.076287,-0.44468,9.813082
0.077373,-0.449412,9.814175
0.082409,-0.465719,9.812864
0.03341,-0.422174,9.881577
0.006581,-0.435078,9.84591
0.018597,-0.467557,9.841165
-0.013487,-0.457753,9.818371
-0.036833,-0.466078,9.794601
-0.027372,-0.44025,9.813221
-0.040143,-0.429784,9.822302
-0.073698,-0.436504,9.769161
-0.036236,-0.41226,9.730581
-0.009039,-0.403269,9.76422
-0.008276,-0.400881,9.772349
-0.005872,-0.420651,9.761049
0.008449,-0.390151,9.76212
0.028897,-0.389665,9.761952
0.071366,-0.418035,9.775324
0.065735,-0.387698,9.800286
0.079666,-0.431204,9.783429
0.102843,-0.412191,9.846179
0.095294,-0.401768,9.82713
0.094555,-0.402953,9.800071
0.128402,-0.443171,9.806122
0.121957,-0.437065,9.785522
0.129011,-0.444408,9.780708
0.146845,-0.4429,9.785188
0.1305,-0.447424,9.777081
0.086543,-0.429436,9.741869
0.093349,-0.440271,9.748354
0.072849,-0.410924,9.73357
0.052032,-0.43192,9.708322
0.01891,-0.416225,9.753195
-0.005797,-0.39887,9.734503
-0.003969,-0.396484,9.704462
-0.03053,-0.394091,9.708588
-0.0536,-0.40155,9.696142
-0.064728,-0.390556,9.682077
-0.065927,-0.332737,9.665674
-0.043234,-0.327072,9.62495
-0.018628,-0.326401,9.637467
-0.010259,-0.315384,9.634413
0.008186,-0.255389,9.613767
0.027681,-0.260457,9.560883
0.033894,-0.28171,9.571991
0.040143,-0.261051,9.563383
0.080456,-0.270228,9.526784
0.075909,-0.210978,9.555563
0.098155,-0.219907,9.498245
0.125013,-0.279346,9.495475
0.094353,-0.214094,9.523446
0.09683,-0.241751,9.474066
0.111217,-0.19874,9.497624
0.125153,-0.237588,9.47659
0.089901,-0.224453,9.494998
0.131573,-0.220065,9.503294
0.098525,-0.224659,9.494423
0.144632,-0.213488,9.496973
0.141948,-0.236508,9.515687
0.122357,-0.20758,9.530782
0.118956,-0.19706,9.508776
0.169476,-0.21901,9.517211
0.130508,-0.194614,9.510587
0.15856,-0.222881,9.482831
0.125924,-0.178004,9.529638
0.061901,-0.173695,9.528924
0.047859,-0.201967,9.481428
-0.006787,-0.197077,9.537032
-0.063619,-0.188096,9.524708
-0.08443,-0.144812,9.524977
-0.105599,-0.162614,9.512697
-0.131251,-0.15448,9.536732
-0.199543,-0.145521,9.53402
-0.203006,-0.12394,9.538337
-0.238427,-0.106398,9.534718
-0.235076,-0.133504,9.526465
-0.256902,-0.132544,9.551311
-0.307254,-0.135561,9.541587
-0.304304,-0.109591,9.582767
-0.345936,-0.10561,9.560003
-0.354009,-0.143255,9.523402
-0.389883,-0.149456,9.573951
-0.382605,-0.115627,9.602566
-0.398369,-0.150828,9.611956
-0.417528,-0.148716,9.613987
-0.394869,-0.2084,9.634744
-0.433564,-0.189947,9.659406
-0.40386,-0.200656,9.664076
-0.382129,-0.226887,9.679545
-0.412186,-0.228572,9.719365
-0.403636,-0.264497,9.730711
-0.406695,-0.222514,9.778332
-0.436481,-0.259832,9.742354
-0.409849,-0.347567,9.775812
-0.452579,-0.281996,9.851818
-0.472878,-0.334613,9.852528
-0.58118,-0.283519,9.829546
-0.515565,-0.358343,9.822374
-0.541966,-0.318519,9.904406
-0.592974,-0.296616,9.876405
-0.573369,-0.325696,9.915812
-0.635697,-0.28657,9.974743
-0.58232,-0.32003,9.969816
-0.564116,-0.323871,10.015974
-0.690585,-0.301107,9.982595
-0.654794,-0.318888,9.958437
-0.600289,-0.287778,9.945198
-0.585774,-0.354911,9.930046
-0.596245,-0.310069,9.967604
-0.61226,-0.291147,9.9558
-0.597459,-0.334187,9.958176
-0.614279,-0.336942,9.966977
-0.578816,-0.347018,9.969045
-0.623299,-0.33084,9.967643
-0.618118,-0.326541,10.002497
-0.649512,-0.302374,10.011132
-0.63411,-0.360366,10.000397
-0.600468,-0.340544,10.024712
-0.64274,-0.319321,10.099294
-0.648846,-0.373059,10.088278
-0.653721,-0.392351,10.122041
-0.651125,-0.355677,10.149603
-0.640957,-0.374729,10.134129
-0.669445,-0.358232,10.15652
-0.655636,-0.353977,10.164156
-0.667039,-0.419249,10.179151
-0.731727,-0.388528,10.232331
-0.759997,-0.408452,10.227925
-0.750266,-0.45363,10.231078
-0.792401,-0.483922,10.259633
-0.665075,-0.3114,10.303598
-0.866977,-0.489996,10.210698
-0.818936,-0.401971,10.202493
-0.727143,-0.415819,10.171304
-0.643232,-0.566794,10.239423
-0.828291,-0.47773,10.384184
-0.926797,-0.25455,10.231954
-0.839544,-0.307746,9.969504
-0.682359,-0.407757,9.98058
-0.731164,-0.438276,10.038928
-0.747034,-0.368818,10.025262
-0.736546,-0.318249,10.063764
-0.645973,-0.419277,10.07001
-0.62347,-0.499094,10.066491
-0.586975,-0.394869,10.035385
-0.558346,-0.393947,9.943211
-0.511132,-0.41379,9.9598
-0.487931,-0.47921,9.875
-0.437363,-0.557723,9.798529
-0.380312,-0.46121,9.827262
-0.367691,-0.452325,9.799455
-0.375716,-0.569467,9.731237
-0.356311,-0.511172,9.73719
-0.353638,-0.510958,9.70257
-0.388294,-0.539301,9.676062
-0.38861,-0.525488,9.676034
-0.362087,-0.603577,9.68684
-0.433507,-0.623045,9.688276
-0.477346,-0.605879,9.652399
-0.497113,-0.565386,9.651748
-0.475578,-0.606049,9.608449
-0.546867,-0.621114,9.591316
-0.60512,-0.632765,9.558163
-0.57816,-0.59634,9.554814
-0.638429,-0.622719,9.578206
-0.718954,-0.640941,9.535404
-0.681749,-0.596789,9.532631
-0.703999,-0.540292,9.538967
-0.700866,-0.606897,9.515608
-0.692944,-0.626154,9.525931
-0.730986,-0.607997,9.52672
-0.748604,-0.581749,9.479656
-0.742802,-0.589316,9.472763
-0.753557,-0.595058,9.475432
-0.763796,-0.609037,9.455646
-0.738842,-0.584523,9.478934
-0.749026,-0.533036,9.457944
-0.758616,-0.541155,9.428902
-0.782772,-0.543606,9.461835
-0.724805,-0.498556,9.461678
-0.699199,-0.555442,9.439167
-0.712467,-0.514369,9.538936
-0.703865,-0.562651,9.545515
-0.718431,-0.556883,9.561707
-0.746687,-0.513708,9.567137
-0.759502,-0.534795,9.539625
-0.719158,-0.560911,9.553426
-0.695259,-0.580202,9.587183
-0.754779,-0.560087,9.61487
-0.761915,-0.542099,9.619993
-0.755442,-0.551468,9.623022
-0.754544,-0.578709,9.633867
-0.751839,-0.575916,9.697907
-0.750259,-0.540939,9.768306
-0.736619,-0.531864,9.774023
-0.721615,-0.5686,9.801805
-0.685057,-0.535497,9.863212
-0.677558,-0.558818,9.855221
-0.657021,-0.519924,9.892724
-0.654542,-0.523589,9.918468
-0.616927,-0.52316,9.900633
-0.584798,-0.534286,9.915622
-0.567768,-0.507518,9.915025
-0.52677,-0.468963,9.930033
-0.543198,-0.54783,9.864828
-0.528142,-0.532094,9.937854
-0.566417,-0.492548,9.915397
-0.514831,-0.488742,9.878985
-0.514998,-0.464262,9.876121
-0.485272,-0.489375,9.819131
-0.481806,-0.487231,9.83868
-0.512054,-0.439384,9.843614
-0.545104,-0.473263,9.80983
-0.528018,-0.467215,9.802959
-0.542453,-0.471132,9.808993
-0.581405,-0.428872,9.805963
-0.589056,-0.431913,9.789533
-0.590554,-0.463664,9.794179
-0.594066,-0.475161,9.791605
-0.630759,-0.470535,9.801308
-0.654248,-0.442104,9.778013
-0.653985,-0.470467,9.747421
-0.646455,-0.457907,9.744749
-0.646758,-0.459179,9.731775
-0.65921,-0.483844,9.685407
-0.638543,-0.449988,9.696772
-0.642897,-0.478294,9.677603
-0.649854,-0.509411,9.683894
-0.669147,-0.486833,9.685825
-0.656594,-0.501088,9.680743
-0.641261,-0.500342,9.653708
-0.605973,-0.50858,9.697889
-0.600021,-0.500621,9.691998
-0.619483,-0.497495,9.703584
-0.583332,-0.475448,9.754318
-0.574013,-0.49988,9.742324
-0.598463,-0.5465,9.753221
-0.595589,-0.503746,9.799216
-0.585211,-0.493141,9.79807
-0.558991,-0.529383,9.811062
-0.548262,-0.531424,9.842059
-0.583903,-0.556394,9.86552
-0.572779,-0.51084,9.890153
-0.595456,-0.510948,9.903621
-0.590195,-0.569112,9.921099
-0.575393,-0.591255,9.94177
-0.623051,-0.543213,9.986715
-0.614117,-0.550264,10.008892
-0.599001,-0.566116,10.02744
-0.66266,-0.588925,10.069239
-0.680917,-0.604971,10.044617
-0.673226,-0.601369,10.06369
-0.697316,-0.590896,10.047573
-0.706471,-0.641725,10.0542
-0.703421,-0.669576,10.068745
-0.743989,-0.6602,10.056041
-0.754976,-0.662979,10.025787
-0.763165,-0.666084,10.042474
-0.76917,-0.723057,10.030048
-0.785432,-0.728053,10.01839
-0.760492,-0.706545,10.000264
-0.775088,-0.707089,9.981981
-0.720868,-0.756985,9.973935
-0.719523,-0.79385,9.983515
-0.737864,-0.801522,9.974218
-0.682363,-0.809765,9.957501
-0.656625,-0.841479,9.965742
-0.661133,-0.895828,9.932718
-0.647347,-0.95026,9.930529
-0.65839,-0.918574,9.912474
-0.601938,-0.935121,9.909393
-0.596586,-0.997773,9.90092
-0.63182,-1.001469,9.898109
-0.642939,-1.010576,9.87622
-0.615806,-1.000074,9.835636
-0.633557,-1.001992,9.85547
-0.636756,-1.007959,9.862335
-0.614565,-1.005724,9.816008
-0.638951,-0.981901,9.834745
-0.671173,-1.017832,9.842778
-0.611331,-1.02288,9.831979
-0.672569,-0.998091,9.865897
-0.704762,-0.981617,9.820696
-0.722001,-0.966221,9.834444
-0.732208,-0.970552,9.842366
-0.750707,-0.993075,9.811051
-0.7751,-0.971989,9.820849
-0.772841,-0.937805,9.810643
-0.791048,-0.933641,9.773854
-0.763469,-0.938448,9.763341
-0.773619,-0.927298,9.763166
-0.772416,-0.914383,9.703063
-0.787937,-0.933219,9.685223
-0.771175,-0.984431,9.734103
-0.718218,-0.977801,9.683385
-0.712037,-1.003923,9.712872
-0.715048,-0.996047,9.716784
-0.664988,-1.026081,9.689004
-0.656801,-1.089846,9.709091
-0.672041,-1.093459,9.731552
-0.647325,-1.110048,9.729148
-0.596037,-1.097103,9.715293
-0.589222,-1.140308,9.725152
-0.581838,-1.188565,9.721379
-0.581141,-1.185791,9.71635
-0.567123,-1.137131,9.73998
-0.496882,-1.149286,9.712645
-0.504803,-1.194044,9.730986
-0.520376,-1.195434,9.751631
-0.504027,-1.224,9.736388
-0.493924,-1.22475,9.772903
-0.510279,-1.248323,9.758976
-0.563155,-1.24312,9.758132
-0.598687,-1.246373,9.751303
-0.665225,-1.251883,9.756497
-0.703314,-1.286079,9.717625
-0.717732,-1.263562,9.741344
-0.771869,-1.238477,9.773739
-0.843399,-1.277307,9.804399
-0.886775,-1.290237,9.821226
-0.920824,-1.299556,9.854721
-0.938636,-1.32606,9.891545
-1.011636,-1.292794,9.948185
-1.069632,-1.297636,9.962985
-1.03198,-1.298895,9.993334
-1.072516,-1.270254,10.061667
-1.076942,-1.277069,10.091088
-1.081762,-1.258481,10.150548
-1.078826,-1.231209,10.252452
-1.065773,-1.249156,10.29531
-1.048477,-1.202947,10.356346
-0.986391,-1.145192,10.415033
-0.817972,-1.142254,10.484675
-0.881051,-1.223642,10.56505
-0.79278,-1.090592,10.799364
-0.846068,-1.067668,10.701232
-0.580751,-1.065294,10.761988
-0.749123,-0.991344,10.764448
-0.193873,-1.177467,10.941433
-0.81621,-0.902047,11.446881
-0.989711,-1.086753,10.884067
-0.175717,-0.871904,10.91396
-0.150601,-1.023743,11.287444
-0.403226,-0.847377,11.619353
-0.46989,-0.912926,11.499223
-0.288777,-0.817701,11.831472
-0.24832,-1.103513,11.864521
-0.201784,-0.98379,12.037917
-0.305379,-0.715177,12.062439
-0.200733,-0.698925,12.016637
-0.034408,-0.863785,12.156532
-0.041225,-0.939068,12.295131
-0.122439,-0.763946,12.389383
-0.066374,-0.645697,12.397857
0.04169,-0.676517,12.458059
0.107166,-0.736744,12.464058
0.119822,-0.66635,12.52506
0.156948,-0.539764,12.589355
0.218692,-0.559211,12.540813
0.356407,-0.59428,12.56809
0.373491,-0.582241,12.59912
0.381267,-0.542759,12.58079
0.416087,-0.496318,12.54731
0.48345,-0.495224,12.458809
0.463187,-0.46673,12.40233
0.534538,-0.457505,12.293588
0.532862,-0.387989,12.224193
0.548797,-0.367254,12.073441
0.546934,-0.344567,11.964653
0.562156,-0.275711,11.846594
0.587023,-0.258756,11.764434
0.54906,-0.209542,11.629408
0.558843,-0.172357,11.436759
0.59623,-0.125236,11.287211
0.621945,-0.104505,11.137765
0.589396,-0.036394,10.977392
0.61224,0.057859,10.817287
0.643656,0.089723,10.634228
0.671925,0.086604,10.408935
0.685559,0.1878,10.264212
0.649746,0.240736,10.077404
0.61437,0.309148,9.855643
0.575782,0.291606,9.67787
0.543596,0.35566,9.495567
0.495304,0.414515,9.296765
0.462857,0.454746,9.037372
0.460052,0.519285,8.86237
0.432557,0.569788,8.669763
0.378988,0.547982,8.476372
0.377418,0.608194,8.32911
0.358435,0.625543,8.163883
0.367611,0.591208,8.027898
0.430589,0.635419,7.917885
0.396514,0.749606,7.669171
0.391768,0.523907,7.638439
0.387186,0.61834,7.651255
0.311826,0.535739,7.604517
0.371736,0.548859,7.548341
0.44739,0.55667,7.485526
0.451598,0.493456,7.454936
0.458735,0.448565,7.411849
0.503147,0.391147,7.380579
0.542042,0.475247,7.355459
0.642905,0.489335,7.364136
0.716638,0.412885,7.398665
0.760326,0.353271,7.441599
0.859608,0.312736,7.526514
0.90113,0.35184,7.59678
0.985038,0.2604,7.619697
1.015595,0.192944,7.707195
1.047302,0.13273,7.758728
1.165699,0.034706,7.835691
1.263622,0.065765,7.987641
1.260397,0.038231,8.128256
1.347484,-0.125759,8.183908
1.420823,-0.109689,8.345938
1.483233,-0.104814,8.479807
1.507239,-0.211128,8.558242
1.694125,-0.280556,8.699915
1.78891,-0.259651,8.868072
1.846915,-0.313735,9.01724
1.921197,-0.418847,9.138718
1.96669,-0.424353,9.314902
2.015159,-0.490043,9.460376
2.010098,-0.495803,9.588147
2.008828,-0.520786,9.682164
2.088662,-0.571147,9.700775
2.026504,-0.556368,9.833213
1.992253,-0.597934,9.923749
1.973414,-0.621972,10.021054
1.987695,-0.621466,10.114547
1.978931,-0.619425,10.145217
1.857786,-0.598074,10.148228
1.868883,-0.612885,10.110859
1.849455,-0.510565,10.178986
1.463164,-0.653131,10.448268
1.431995,-0.891958,10.564926
1.509941,-0.771842,10.701831
1.40383,-0.793305,10.750015
1.347223,-0.864551,10.772838
1.24198,-0.901457,10.809605
1.181861,-0.920531,10.819143
1.145223,-0.842605,10.891242
1.047602,-0.980293,10.856545
0.946172,-1.037673,10.845725
0.856535,-1.008922,10.815469
0.753104,-0.926945,10.810897
0.616514,-1.053262,10.630143
0.556798,-1.044726,10.560553
0.42953,-1.036263,10.480494
0.361893,-0.98322,10.379486
0.218098,-1.008859,10.250878
0.189913,-0.94586,10.163547
0.09772,-0.953131,10.108707
0.027388,-1.005656,10.022631
-0.06255,-1.022973,10.013102
-0.167866,-0.98309,9.975591
-0.235041,-1.002031,9.921508
-0.258965,-1.034119,9.86377
-0.324127,-1.03458,9.85334
-0.371394,-1.051812,9.806768
-0.413365,-1.091812,9.731201
-0.462977,-1.11161,9.715479
-0.496746,-1.11747,9.627798
-0.488761,-1.128215,9.534077
-0.508758,-1.082235,9.492554
-0.52476,-1.111062,9.418886
-0.55113,-1.157191,9.337203
-0.604753,-1.153183,9.284046
-0.627012,-1.145588,9.189789
-0.600279,-1.185242,9.065403
-0.614439,-1.171145,9.054759
-0.635175,-1.190969,8.970454
-0.62382,-1.194467,8.925787
-0.601084,-1.182536,8.869258
-0.564926,-1.229212,8.800577
-0.561959,-1.230326,8.749497
-0.554741,-1.220768,8.665481
-0.531136,-1.186042,8.602251
-0.511235,-1.196239,8.557816
-0.525797,-1.203833,8.52438
-0.550419,-1.200571,8.47093
-0.501444,-1.181142,8.45335
-0.491505,-1.158562,8.421204
-0.481124,-1.192249,8.392605
-0.457198,-1.181219,8.403118
-0.476211,-1.149525,8.398834
-0.445798,-1.14647,8.36629
-0.460693,-1.119007,8.39286
-0.423448,-1.132824,8.365963
-0.419539,-1.096137,8.380397
-0.435797,-1.057052,8.396369
-0.429455,-1.029938,8.424267
-0.440336,-1.036087,8.441071
-0.469712,-1.025703,8.4742
-0.495394,-0.950612,8.466442
-0.499877,-0.927683,8.466618
-0.478235,-0.920297,8.46134
-0.484554,-0.92319,8.458615
-0.481188,-0.905137,8.47735
-0.489548,-0.847488,8.469641
-0.45452,-0.857317,8.455383
-0.41456,-0.850571,8.457089
-0.413428,-0.839275,8.475649
-0.390423,-0.813741,8.478469
-0.373868,-0.810422,8.481298
-0.353761,-0.815484,8.478813
-0.344546,-0.836849,8.481572
-0.35682,-0.851171,8.510276
-0.361145,-0.844156,8.521874
-0.352892,-0.837925,8.49638
-0.338588,-0.884767,8.515693
-0.331441,-0.881549,8.524674
-0.318975,-0.883104,8.55401
-0.326591,-0.918777,8.579546
-0.296818,-0.942623,8.607058
-0.301306,-0.991477,8.633122
-0.260757,-1.001166,8.680375
-0.252153,-1.000832,8.698347
-0.240147,-1.053804,8.702385
-0.228169,-1.09542,8.754958
-0.225817,-1.094301,8.753434
-0.170468,-1.141788,8.775095
-0.182686,-1.146308,8.80122
-0.176516,-1.190362,8.820686
-0.170644,-1.242864,8.845351
-0.138858,-1.263848,8.904753
-0.127517,-1.276299,8.966715
-0.109434,-1.324651,8.991643
-0.097164,-1.379298,9.056764
-0.096726,-1.375099,9.106416
-0.104735,-1.403849,9.139114
-0.108385,-1.421182,9.184845
-0.091999,-1.491002,9.22027
-0.074306,-1.485934,9.284862
-0.076383,-1.487888,9.304873
-0.102075,-1.496069,9.329848
-0.070006,-1.497838,9.321782
-0.049619,-1.516686,9.37126
-0.066679,-1.506128,9.402395
-0.024024,-1.503703,9.42674
0.018052,-1.507145,9.49056
0.068526,-1.511557,9.524021
0.128608,-1.521805,9.554114
0.148986,-1.462,9.620694
0.178557,-1.478611,9.625792
0.232893,-1.495443,9.682834
0.226411,-1.47948,9.745814
0.24619,-1.479561,9.767614
0.256244,-1.463195,9.826619
0.256076,-1.435096,9.872145
0.266064,-1.449386,9.947682
0.278624,-1.444556,10.03003
0.270282,-1.401816,10.097423
0.289162,-1.340089,10.145445
0.313071,-1.361524,10.181834
0.276107,-1.347683,10.250613
0.282008,-1.351719,10.298743
0.28052,-1.317971,10.359272
0.259829,-1.264224,10.434444
0.262221,-1.293686,10.450755
0.262176,-1.268996,10.528832
0.259371,-1.19008,10.568659
0.199067,-1.174869,10.588968
0.221535,-1.163703,10.576879
0.220884,-1.13478,10.616125
0.219924,-1.08015,10.627337
0.230401,-1.033547,10.610499
0.223378,-1.00861,10.616425
0.271317,-0.984132,10.621625
0.318514,-0.97348,10.650999
0.31959,-0.897293,10.642078
0.384644,-0.862988,10.574089
0.449873,-0.829482,10.597888
0.458933,-0.771672,10.582105
0.475045,-0.762095,10.546074
0.488877,-0.685492,10.558879
0.508445,-0.688371,10.549031
0.509569,-0.672756,10.529697
0.500919,-0.650199,10.521995
0.491762,-0.595791,10.52153
0.443601,-0.614367,10.532817
0.415137,-0.63846,10.582948
0.335247,-0.636185,10.649298
0.286247,-0.650097,10.67508
0.238624,-0.655122,10.726966
0.179914,-0.655315,10.801045
0.09415,-0.719645,10.872613
0.027474,-0.700808,10.998358
-0.066042,-0.714105,11.087039
-0.1316,-0.73734,11.201986
-0.202912,-0.780847,11.353766
